
TDR_alpha10_1s_2by2_alphaonly_eta99_gam5_ic5_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,70,70,3,6,0.08884,0.2354,0.2354,0.20007,0.89458,0.09655,0.07345,0.00886,0.83771,0.04115,140,0.99,0.05,0.05,0.9
0.1,0.2,113,113,5,15,0.08989,0.19809,0.19809,0.17779,0.89529,0.0996,0.06834,0.0051,0.84177,0.03672,226,0.99,0.05,0.05,0.9
0.15,0.25,141,141,6,26,0.09256,0.20248,0.20248,0.18589,0.89506,0.09818,0.08652,0.00674,0.82091,0.04663,282,0.99,0.05,0.05,0.9
0.05,0.2,42,42,3,5,0.04105,0.16276,0.19793,0.14118,0.8886,0.09577,0.05961,0.01562,0.89934,0.03761,84,0.99,0.05,0.05,0.9
0.1,0.25,58,58,4,9,0.07269,0.16983,0.19292,0.16453,0.89721,0.0964,0.06487,0.00638,0.86244,0.03562,116,0.99,0.05,0.05,0.9
0.15,0.3,73,73,5,15,0.07395,0.16317,0.18301,0.16164,0.89712,0.0966,0.07373,0.00628,0.85231,0.04001,146,0.99,0.05,0.05,0.9
0.2,0.35,84,84,5,21,0.09792,0.19594,0.21479,0.19676,0.9168,0.07793,0.09438,0.00526,0.80769,0.04982,168,0.99,0.05,0.05,0.9
0.25,0.4,90,90,6,27,0.09413,0.17347,0.18798,0.17598,0.89672,0.09875,0.07753,0.00452,0.82833,0.04102,180,0.99,0.05,0.05,0.9
0.3,0.45,102,102,7,36,0.08254,0.15769,0.17089,0.15982,0.89636,0.0991,0.07768,0.00453,0.83977,0.0411,204,0.99,0.05,0.05,0.9
0.35,0.5,104,104,7,42,0.08648,0.16413,0.1776,0.16756,0.89623,0.0986,0.08581,0.00515,0.82769,0.04548,208,0.99,0.05,0.05,0.9
0.4,0.55,106,106,7,48,0.09202,0.16963,0.18223,0.17358,0.89936,0.09584,0.08904,0.00478,0.81892,0.04691,212,0.99,0.05,0.05,0.9
