
TDR_alpha10_1s_2by2_alphaonly_eta99_gam19_ic15_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.1,0.25,44,44,2,8,0.06069,0.22427,0.28851,0.2322,0.86593,0.07083,0.23402,0.06324,0.70529,0.14863,88,0.99,0.19,0.15,0.9
0.15,0.3,53,53,3,12,0.07347,0.20689,0.25263,0.22208,0.85974,0.09834,0.17368,0.04191,0.75285,0.10779,106,0.99,0.19,0.15,0.9
0.2,0.35,58,58,3,16,0.0846,0.22023,0.26798,0.24423,0.85998,0.09546,0.19576,0.04455,0.71964,0.12016,116,0.99,0.19,0.15,0.9
0.25,0.4,61,61,3,20,0.08856,0.22358,0.27381,0.25537,0.8528,0.09662,0.21181,0.05057,0.69963,0.13119,122,0.99,0.19,0.15,0.9
0.3,0.45,66,66,3,25,0.08875,0.22647,0.28003,0.26253,0.85734,0.08939,0.22863,0.05326,0.68262,0.14094,132,0.99,0.19,0.15,0.9
0.35,0.5,68,68,3,29,0.09806,0.23555,0.28744,0.27383,0.86269,0.08872,0.22849,0.04858,0.67344,0.13854,136,0.99,0.19,0.15,0.9
0.4,0.55,76,76,4,36,0.09235,0.21414,0.25526,0.24203,0.86758,0.09755,0.18882,0.03486,0.71882,0.11184,152,0.99,0.19,0.15,0.9
0.45,0.6,68,68,3,36,0.09801,0.2312,0.28385,0.27536,0.85689,0.09099,0.23532,0.05211,0.66666,0.14372,136,0.99,0.19,0.15,0.9
0.5,0.65,75,75,4,43,0.09695,0.21452,0.25314,0.2434,0.8707,0.09801,0.18694,0.03129,0.71611,0.10911,150,0.99,0.19,0.15,0.9
0.55,0.7,68,68,3,43,0.09036,0.22138,0.27567,0.26687,0.86447,0.08409,0.24297,0.05143,0.66666,0.1472,136,0.99,0.19,0.15,0.9
0.6,0.75,63,63,3,43,0.09379,0.2185,0.2684,0.26319,0.86241,0.09048,0.23095,0.0471,0.67525,0.13903,126,0.99,0.19,0.15,0.9
0.65,0.8,63,63,3,46,0.09374,0.21892,0.26649,0.2587,0.88427,0.07983,0.22653,0.0359,0.67972,0.13121,126,0.99,0.19,0.15,0.9
0.7,0.85,55,55,3,43,0.0942,0.20709,0.24724,0.24348,0.8785,0.09061,0.20717,0.03088,0.69861,0.11903,110,0.99,0.19,0.15,0.9
0.05,0.25,22,22,2,3,0.0711,0.1923,0.25497,0.19947,0.88825,0.09693,0.06698,0.01481,0.86192,0.0409,44,0.99,0.19,0.15,0.9
0.1,0.3,25,25,2,5,0.08012,0.19745,0.2745,0.23462,0.86312,0.09902,0.15486,0.03785,0.76502,0.09636,50,0.99,0.19,0.15,0.9
0.15,0.35,35,35,2,9,0.06166,0.18535,0.29246,0.23559,0.88671,0.05922,0.24472,0.05407,0.69362,0.14939,70,0.99,0.19,0.15,0.9
0.2,0.4,37,37,2,11,0.09067,0.21681,0.31256,0.27533,0.89628,0.06297,0.24013,0.04075,0.66919,0.14044,74,0.99,0.19,0.15,0.9
0.25,0.45,39,39,3,14,0.07052,0.16628,0.24332,0.21893,0.85397,0.09952,0.18571,0.04651,0.74377,0.11611,78,0.99,0.19,0.15,0.9
0.3,0.5,42,42,3,17,0.07923,0.17817,0.2557,0.23378,0.8685,0.09041,0.19647,0.04109,0.7243,0.11878,84,0.99,0.19,0.15,0.9
0.35,0.55,42,42,3,19,0.08927,0.18663,0.26002,0.2439,0.8685,0.09397,0.19442,0.03753,0.71631,0.11597,84,0.99,0.19,0.15,0.9
0.4,0.6,42,42,3,21,0.09743,0.19325,0.26284,0.25053,0.87135,0.09514,0.19148,0.0335,0.71109,0.11249,84,0.99,0.19,0.15,0.9
0.45,0.65,43,43,3,24,0.08386,0.17832,0.25552,0.24161,0.8694,0.08929,0.21021,0.04131,0.70593,0.12576,86,0.99,0.19,0.15,0.9
0.5,0.7,41,41,3,25,0.0857,0.17595,0.24891,0.23896,0.86455,0.09529,0.20485,0.04016,0.70944,0.1225,82,0.99,0.19,0.15,0.9
0.55,0.75,39,39,3,26,0.07773,0.16234,0.23478,0.22681,0.85566,0.09952,0.20708,0.04481,0.71519,0.12594,78,0.99,0.19,0.15,0.9
0.6,0.8,38,38,3,27,0.08604,0.16961,0.23335,0.22677,0.87373,0.09562,0.19319,0.03065,0.72077,0.11192,76,0.99,0.19,0.15,0.9
0.65,0.85,34,34,2,26,0.09343,0.1925,0.28253,0.27594,0.90125,0.06341,0.25805,0.03533,0.64852,0.14669,68,0.99,0.19,0.15,0.9
0.7,0.9,32,32,2,26,0.09551,0.19248,0.27453,0.26793,0.9232,0.05566,0.24557,0.02114,0.65891,0.13336,64,0.99,0.19,0.15,0.9
0.05,0.3,17,17,2,3,0.04125,0.14164,0.23773,0.16218,0.8853,0.0904,0.06586,0.0243,0.89289,0.04508,34,0.99,0.19,0.15,0.9
0.1,0.35,19,19,2,4,0.08818,0.18531,0.2684,0.22867,0.88886,0.09154,0.11399,0.0196,0.79784,0.06679,38,0.99,0.19,0.15,0.9
0.15,0.4,21,21,2,6,0.07019,0.16141,0.26981,0.22947,0.86456,0.08849,0.18542,0.04695,0.74439,0.11619,42,0.99,0.19,0.15,0.9
0.2,0.45,27,27,2,9,0.06524,0.1607,0.28889,0.23811,0.89622,0.05764,0.23868,0.04614,0.69608,0.14241,54,0.99,0.19,0.15,0.9
0.25,0.5,23,23,2,9,0.08245,0.16761,0.27827,0.25513,0.85298,0.09111,0.22172,0.05591,0.69583,0.13882,46,0.99,0.19,0.15,0.9
0.3,0.55,28,28,2,12,0.08887,0.18244,0.30071,0.2711,0.89664,0.06357,0.24188,0.03979,0.66925,0.14083,56,0.99,0.19,0.15,0.9
0.35,0.6,27,27,2,13,0.09478,0.18396,0.29743,0.27663,0.88716,0.07116,0.23958,0.04168,0.66564,0.14063,54,0.99,0.19,0.15,0.9
0.4,0.65,24,24,2,13,0.0968,0.17731,0.28308,0.27402,0.85831,0.0908,0.23261,0.0509,0.67059,0.14175,48,0.99,0.19,0.15,0.9
0.45,0.7,29,29,3,17,0.07782,0.14622,0.22645,0.21357,0.87232,0.09708,0.17702,0.03059,0.74516,0.1038,58,0.99,0.19,0.15,0.9
0.5,0.75,29,29,3,19,0.05636,0.11797,0.20796,0.19217,0.86166,0.09206,0.19956,0.04628,0.74408,0.12292,58,0.99,0.19,0.15,0.9
0.55,0.8,23,23,2,16,0.09657,0.17149,0.27084,0.26683,0.87757,0.08322,0.23197,0.03921,0.67146,0.13559,46,0.99,0.19,0.15,0.9
0.6,0.85,24,24,2,18,0.08223,0.15601,0.2621,0.25309,0.90087,0.06508,0.24718,0.03405,0.67059,0.14061,48,0.99,0.19,0.15,0.9
0.65,0.9,20,20,2,16,0.0958,0.16297,0.24551,0.24491,0.89613,0.08119,0.21371,0.02267,0.69048,0.11819,40,0.99,0.19,0.15,0.9
0.7,0.95,17,17,2,15,0.0643,0.11625,0.19295,0.19555,0.88093,0.0904,0.22263,0.02867,0.71307,0.12565,34,0.99,0.19,0.15,0.9
