
TDR_alpha10_1s_2by2_alphaonly_eta99_gam19_ic15_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,58,58,2,6,0.06056,0.28234,0.28234,0.22357,0.85474,0.08524,0.19598,0.06001,0.74346,0.12799,116,0.99,0.19,0.15,0.9
0.1,0.2,86,86,3,13,0.07147,0.26335,0.26335,0.22794,0.85791,0.09317,0.18985,0.04891,0.73867,0.11938,172,0.99,0.19,0.15,0.9
0.15,0.25,104,104,3,21,0.07977,0.2846,0.2846,0.25538,0.85857,0.08341,0.23344,0.05801,0.68677,0.14573,208,0.99,0.19,0.15,0.9
0.2,0.3,121,121,4,30,0.09326,0.26959,0.26959,0.25147,0.85939,0.09926,0.1934,0.04135,0.71333,0.11737,242,0.99,0.19,0.15,0.9
0.25,0.35,130,130,4,39,0.09374,0.27655,0.27655,0.26166,0.85201,0.09798,0.21424,0.04999,0.692,0.13212,260,0.99,0.19,0.15,0.9
0.3,0.4,140,140,4,49,0.09718,0.28494,0.28494,0.27182,0.85543,0.09306,0.22682,0.05149,0.67598,0.13916,280,0.99,0.19,0.15,0.9
0.35,0.45,147,147,4,59,0.09508,0.28672,0.28672,0.27481,0.85343,0.09023,0.23925,0.05631,0.66565,0.14778,294,0.99,0.19,0.15,0.9
0.55,0.65,146,146,4,88,0.09751,0.28312,0.28312,0.27741,0.85251,0.09144,0.24279,0.05602,0.65968,0.1494,292,0.99,0.19,0.15,0.9
0.65,0.75,135,135,4,95,0.09269,0.27001,0.27001,0.26428,0.85847,0.09083,0.23489,0.05068,0.6724,0.14279,270,0.99,0.19,0.15,0.9
0.7,0.8,121,121,4,91,0.0999,0.26113,0.26113,0.25798,0.86048,0.09926,0.21178,0.04025,0.68831,0.12602,242,0.99,0.19,0.15,0.9
0.05,0.2,32,32,2,4,0.06113,0.21871,0.26541,0.20571,0.86716,0.09615,0.12439,0.03668,0.81448,0.08054,64,0.99,0.19,0.15,0.9
