
TDR_alpha20_1s_3by2_alphaonly_eta99_gam10_ic20_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,41,41,-6,1,4,0.13128,0.37462,0.37462,0.56826,0.85156,0.05465,0.28097,0.09378,0.01612,0.26485,0.0305,0.06329,0.58775,0.18738,82,0.99,0.1,0.2,0.9
0.1,0.2,56,56,-8,1,8,0.16865,0.39267,0.39267,0.54961,0.85861,0.04761,0.29284,0.09378,0.02469,0.26814,0.0374,0.05637,0.53851,0.19331,112,0.99,0.1,0.2,0.9
0.15,0.25,68,68,-10,1,13,0.1844,0.39996,0.39996,0.53587,0.85883,0.0458,0.29589,0.09537,0.02828,0.26761,0.0404,0.05496,0.51971,0.19563,136,0.99,0.1,0.2,0.9
0.2,0.3,83,83,-12,1,20,0.18342,0.40331,0.40331,0.53107,0.86617,0.04144,0.30454,0.09238,0.02668,0.27786,0.03809,0.0543,0.51203,0.19846,166,0.99,0.1,0.2,0.9
0.25,0.35,90,90,-13,1,26,0.19852,0.40964,0.40964,0.52725,0.86758,0.04058,0.29839,0.09183,0.03123,0.26716,0.04162,0.05021,0.50309,0.19511,180,0.99,0.1,0.2,0.9
0.3,0.4,97,97,-14,1,33,0.19445,0.40707,0.40707,0.5231,0.86437,0.04125,0.3036,0.09436,0.02929,0.27431,0.04079,0.05357,0.50193,0.19898,194,0.99,0.1,0.2,0.9
0.65,0.75,97,97,-13,2,67,0.18968,0.36355,0.36355,0.52632,0.86544,0.0376,0.26426,0.09694,0.04325,0.22101,0.06053,0.03641,0.54605,0.1806,194,0.99,0.1,0.2,0.9
0.7,0.8,82,82,-12,1,61,0.19818,0.39944,0.39944,0.53309,0.87197,0.03584,0.29945,0.09219,0.03159,0.26785,0.04512,0.04707,0.50236,0.19582,164,0.99,0.1,0.2,0.9
0.05,0.2,17,17,-4,1,2,0.17289,0.33065,0.36916,0.98342,0.82798,0.07823,0.19128,0.09379,0.03486,0.15642,0.05378,0.04001,0.63583,0.14254,34,0.99,0.1,0.2,0.9
0.1,0.25,29,29,-6,1,5,0.14039,0.31721,0.37495,0.57145,0.85149,0.05222,0.28926,0.09629,0.01805,0.27121,0.03318,0.06311,0.57035,0.19277,58,0.99,0.1,0.2,0.9
0.15,0.3,37,37,-8,1,8,0.1592,0.33304,0.39011,0.5525,0.87095,0.0416,0.29766,0.08744,0.02202,0.27564,0.03433,0.05312,0.54314,0.19255,74,0.99,0.1,0.2,0.9
0.2,0.35,38,38,-8,1,10,0.18541,0.34409,0.39607,0.5477,0.8617,0.04492,0.28746,0.09338,0.03011,0.25736,0.04271,0.05068,0.52713,0.19042,76,0.99,0.1,0.2,0.9
0.25,0.4,41,41,-9,1,13,0.17865,0.33532,0.39083,0.54128,0.85296,0.04726,0.29743,0.09978,0.02691,0.27053,0.04155,0.05823,0.52391,0.19861,82,0.99,0.1,0.2,0.9
0.3,0.45,44,44,-9,1,16,0.19116,0.3447,0.39806,0.53806,0.86077,0.04354,0.29325,0.09568,0.03074,0.26252,0.04384,0.05184,0.51558,0.19447,88,0.99,0.1,0.2,0.9
0.35,0.5,46,46,-10,1,19,0.19524,0.34689,0.4,0.53589,0.8634,0.04191,0.29311,0.09468,0.03186,0.26126,0.04462,0.05006,0.51164,0.1939,92,0.99,0.1,0.2,0.9
0.4,0.55,52,52,-11,2,24,0.17707,0.30674,0.34766,0.53624,0.85843,0.04217,0.24921,0.0994,0.04423,0.20498,0.06364,0.03575,0.57372,0.1743,104,0.99,0.1,0.2,0.9
0.45,0.6,53,53,-11,2,27,0.18402,0.31189,0.3512,0.53616,0.86567,0.03805,0.24854,0.09627,0.04766,0.20087,0.0646,0.03168,0.56744,0.1724,106,0.99,0.1,0.2,0.9
0.5,0.65,51,51,-10,1,29,0.1758,0.33239,0.39255,0.53654,0.87404,0.03595,0.30951,0.09001,0.02472,0.28479,0.03827,0.05174,0.51468,0.19976,102,0.99,0.1,0.2,0.9
0.55,0.7,47,47,-10,1,29,0.18959,0.3394,0.39539,0.5406,0.87356,0.03603,0.2989,0.09041,0.02974,0.26916,0.04331,0.0471,0.5115,0.19465,94,0.99,0.1,0.2,0.9
