
TDR_alpha20_1s_3by2_alphaonly_eta99_gam14_ic20_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,27,27,-5,1,3,0.13287,0.33953,0.33953,0.59106,0.7513,0.11032,0.25421,0.13839,0.01762,0.23659,0.04125,0.09714,0.61292,0.1963,54,0.99,0.14,0.2,0.9
0.1,0.2,41,41,-7,1,6,0.18913,0.3799,0.3799,0.55308,0.80284,0.07585,0.27042,0.12131,0.0336,0.23682,0.0529,0.06842,0.54045,0.19587,82,0.99,0.14,0.2,0.9
0.15,0.25,52,52,-9,2,10,0.18441,0.32393,0.32393,0.5453,0.77592,0.08486,0.21695,0.13921,0.06198,0.15497,0.09481,0.0444,0.59864,0.17808,104,0.99,0.14,0.2,0.9
0.2,0.3,61,61,-10,2,15,0.17819,0.33104,0.33104,0.53465,0.77575,0.08534,0.23675,0.13891,0.04814,0.18861,0.08077,0.05814,0.58506,0.18783,122,0.99,0.14,0.2,0.9
0.25,0.35,68,68,-11,2,20,0.18862,0.34195,0.34195,0.5293,0.78394,0.07947,0.24411,0.13657,0.04964,0.19447,0.07956,0.05701,0.56726,0.19034,136,0.99,0.14,0.2,0.9
0.3,0.4,73,73,-12,2,25,0.1981,0.34984,0.34984,0.53105,0.78947,0.0754,0.24737,0.13512,0.05227,0.1951,0.0803,0.05482,0.55453,0.19124,146,0.99,0.14,0.2,0.9
0.35,0.45,78,78,-13,2,31,0.18147,0.34336,0.34336,0.52694,0.78165,0.07945,0.25996,0.13889,0.04082,0.21913,0.07088,0.06801,0.55856,0.19942,156,0.99,0.14,0.2,0.9
0.4,0.5,85,85,-13,2,38,0.17993,0.34745,0.34745,0.52396,0.79434,0.07246,0.26571,0.13319,0.03845,0.22726,0.06664,0.06655,0.55435,0.19945,170,0.99,0.14,0.2,0.9
0.45,0.55,81,81,-13,2,40,0.19864,0.35343,0.35343,0.52683,0.79337,0.07189,0.25647,0.13473,0.0487,0.20777,0.07678,0.05795,0.54488,0.1956,162,0.99,0.14,0.2,0.9
0.5,0.6,86,86,-13,2,47,0.18474,0.34954,0.34954,0.52451,0.80022,0.06848,0.26534,0.13128,0.04051,0.22483,0.06862,0.06266,0.54991,0.19831,172,0.99,0.14,0.2,0.9
0.55,0.65,82,82,-13,2,49,0.18445,0.34552,0.34552,0.52661,0.79511,0.07034,0.26386,0.13454,0.04134,0.22252,0.0712,0.06334,0.55168,0.1992,164,0.99,0.14,0.2,0.9
0.6,0.7,76,76,-12,2,49,0.19885,0.34818,0.34818,0.53103,0.79811,0.06728,0.25429,0.1346,0.05118,0.20311,0.08113,0.05347,0.54685,0.19445,152,0.99,0.14,0.2,0.9
0.65,0.75,69,69,-11,2,48,0.19939,0.34127,0.34127,0.53547,0.79216,0.06859,0.24988,0.13924,0.0548,0.19508,0.0877,0.05154,0.55072,0.19456,138,0.99,0.14,0.2,0.9
0.7,0.8,71,71,-11,2,53,0.18777,0.33765,0.33765,0.53709,0.81613,0.05681,0.25304,0.12705,0.04908,0.20397,0.08022,0.04683,0.55918,0.19005,142,0.99,0.14,0.2,0.9
0.05,0.2,14,14,-4,1,2,0.13338,0.28891,0.33634,0.98628,0.75555,0.12285,0.19484,0.1216,0.0196,0.17524,0.04653,0.07507,0.67178,0.15822,28,0.99,0.14,0.2,0.9
0.1,0.25,22,22,-5,1,4,0.15005,0.30453,0.35743,0.57357,0.79388,0.08252,0.26981,0.1236,0.02186,0.24795,0.0437,0.0799,0.58013,0.19671,44,0.99,0.14,0.2,0.9
0.15,0.3,22,22,-6,1,5,0.19026,0.3219,0.3672,0.56583,0.77526,0.09067,0.26088,0.13407,0.03587,0.225,0.06017,0.0739,0.54886,0.19747,44,0.99,0.14,0.2,0.9
0.2,0.35,31,31,-7,2,8,0.19016,0.28665,0.31377,0.55022,0.78942,0.0715,0.20573,0.13908,0.07977,0.12597,0.10958,0.0295,0.60411,0.1724,62,0.99,0.14,0.2,0.9
0.25,0.4,34,34,-8,2,11,0.16244,0.27234,0.3093,0.54734,0.77481,0.08529,0.22253,0.1399,0.0481,0.17443,0.08686,0.05304,0.61502,0.18122,68,0.99,0.14,0.2,0.9
0.3,0.45,36,36,-9,2,13,0.19506,0.29676,0.32765,0.54564,0.79454,0.06935,0.22309,0.13611,0.06841,0.15468,0.09872,0.03738,0.58185,0.1796,72,0.99,0.14,0.2,0.9
0.35,0.5,38,38,-9,2,16,0.17495,0.28439,0.32163,0.54138,0.78632,0.07626,0.2343,0.13741,0.05009,0.18421,0.08573,0.05169,0.59074,0.18586,76,0.99,0.14,0.2,0.9
0.4,0.55,39,39,-9,2,18,0.1993,0.30202,0.33397,0.54201,0.80263,0.06395,0.2312,0.13342,0.06601,0.16519,0.09526,0.03816,0.5695,0.18231,78,0.99,0.14,0.2,0.9
0.45,0.6,39,39,-9,2,20,0.19895,0.30072,0.33279,0.54218,0.80209,0.06338,0.23291,0.13453,0.06534,0.16757,0.09583,0.0387,0.56814,0.18372,78,0.99,0.14,0.2,0.9
0.5,0.65,42,42,-9,2,24,0.17391,0.28667,0.32577,0.53871,0.80963,0.06231,0.24438,0.12805,0.04647,0.19791,0.07968,0.04837,0.5817,0.18621,84,0.99,0.14,0.2,0.9
0.55,0.7,39,39,-9,2,24,0.19355,0.29557,0.32796,0.54413,0.81135,0.05726,0.23534,0.13139,0.06238,0.17296,0.09423,0.03716,0.5711,0.18336,78,0.99,0.14,0.2,0.9
0.6,0.75,36,36,-8,2,24,0.19426,0.29005,0.31989,0.54894,0.80522,0.05726,0.23217,0.13751,0.06723,0.16494,0.10256,0.03496,0.57357,0.18484,72,0.99,0.14,0.2,0.9
0.65,0.8,35,35,-8,2,25,0.19758,0.28946,0.31603,0.55319,0.81873,0.04728,0.22994,0.13398,0.074,0.15593,0.10656,0.02743,0.57247,0.18196,70,0.99,0.14,0.2,0.9
0.7,0.85,32,32,-7,1,25,0.18193,0.31456,0.36902,0.55997,0.8519,0.04238,0.29362,0.10572,0.02983,0.26379,0.05226,0.05346,0.52445,0.19967,64,0.99,0.14,0.2,0.9
0.05,0.25,11,11,-4,1,2,0.09285,0.23149,0.32476,0.98917,0.77239,0.10901,0.19635,0.11859,0.00904,0.18731,0.03051,0.08809,0.7108,0.15747,22,0.99,0.14,0.2,0.9
0.1,0.3,13,13,-4,1,3,0.11955,0.23865,0.32954,0.59687,0.75907,0.10253,0.25974,0.1384,0.01432,0.24541,0.03843,0.09997,0.62071,0.19907,26,0.99,0.14,0.2,0.9
0.15,0.35,19,19,-6,2,5,0.10967,0.19787,0.25872,0.57538,0.76423,0.1009,0.16969,0.13487,0.03477,0.13492,0.08577,0.0491,0.72064,0.15228,38,0.99,0.14,0.2,0.9
0.2,0.4,20,20,-6,2,6,0.14253,0.22488,0.27777,0.56064,0.77376,0.0868,0.18583,0.13944,0.05325,0.13257,0.10063,0.03881,0.67164,0.16263,40,0.99,0.14,0.2,0.9
0.25,0.45,17,17,-6,1,6,0.19634,0.29627,0.36924,0.56613,0.78979,0.07982,0.26317,0.13038,0.03834,0.22483,0.06312,0.06726,0.54049,0.19677,34,0.99,0.14,0.2,0.9
0.3,0.5,20,20,-7,1,8,0.19256,0.29664,0.37448,0.55715,0.81098,0.06721,0.27403,0.12181,0.03516,0.23887,0.05742,0.06439,0.5334,0.19792,40,0.99,0.14,0.2,0.9
0.35,0.55,20,20,-7,1,9,0.19966,0.29974,0.37534,0.55693,0.80821,0.06749,0.2725,0.1243,0.03796,0.23454,0.06101,0.06328,0.52784,0.1984,40,0.99,0.14,0.2,0.9
0.4,0.6,22,22,-7,1,11,0.19345,0.29667,0.37654,0.5584,0.82298,0.05937,0.28008,0.11765,0.03459,0.24549,0.05631,0.06134,0.52647,0.19886,44,0.99,0.14,0.2,0.9
0.45,0.65,24,24,-7,2,13,0.17731,0.25432,0.30348,0.55638,0.80236,0.06065,0.21932,0.137,0.06471,0.15461,0.1034,0.0336,0.60337,0.17816,48,0.99,0.14,0.2,0.9
0.5,0.7,24,24,-7,2,14,0.19192,0.26447,0.30691,0.55437,0.81506,0.04946,0.21951,0.13547,0.07869,0.14081,0.11069,0.02479,0.58857,0.17749,48,0.99,0.14,0.2,0.9
0.55,0.75,23,23,-6,2,15,0.16345,0.23854,0.28887,0.56092,0.80024,0.05976,0.22191,0.14,0.05682,0.16509,0.10341,0.03659,0.61463,0.18096,46,0.99,0.14,0.2,0.9
0.6,0.8,23,23,-7,2,16,0.17149,0.24417,0.2885,0.56433,0.82099,0.0454,0.22027,0.13361,0.06578,0.15449,0.1075,0.02611,0.60824,0.17694,46,0.99,0.14,0.2,0.9
0.65,0.85,21,21,-6,1,16,0.17273,0.27512,0.36226,0.57235,0.86655,0.03639,0.29119,0.09706,0.02815,0.26304,0.05072,0.04634,0.53608,0.19412,42,0.99,0.14,0.2,0.9
0.7,0.9,20,20,-5,2,16,0.16297,0.22515,0.25585,0.57992,0.83324,0.0284,0.21369,0.13836,0.07454,0.13915,0.12359,0.01477,0.62334,0.17603,40,0.99,0.14,0.2,0.9
0.05,0.3,9,9,-4,1,2,0.06667,0.18396,0.3151,0.99112,0.78265,0.09791,0.19269,0.11944,0.00454,0.18815,0.02134,0.0981,0.74063,0.15607,18,0.99,0.14,0.2,0.9
0.1,0.35,12,12,-4,2,3,0.07934,0.14856,0.21732,0.59806,0.75004,0.12056,0.09652,0.12941,0.03152,0.06499,0.09867,0.03074,0.82414,0.11296,24,0.99,0.14,0.2,0.9
0.15,0.4,14,14,-5,2,4,0.10576,0.17632,0.24495,0.57917,0.77918,0.09091,0.144,0.12991,0.04074,0.10326,0.0965,0.0334,0.75024,0.13695,28,0.99,0.14,0.2,0.9
0.2,0.45,15,15,-5,2,5,0.11996,0.18915,0.25774,0.57022,0.78303,0.08376,0.16886,0.13322,0.04426,0.1246,0.09655,0.03666,0.71118,0.15104,30,0.99,0.14,0.2,0.9
0.25,0.5,16,16,-6,2,6,0.13726,0.20509,0.27049,0.56556,0.79526,0.07203,0.18427,0.13271,0.05239,0.13189,0.09968,0.03303,0.67846,0.15849,32,0.99,0.14,0.2,0.9
0.3,0.55,16,16,-6,2,7,0.1309,0.19702,0.26664,0.56948,0.77943,0.08065,0.19454,0.13992,0.04441,0.15013,0.09646,0.04346,0.67456,0.16723,32,0.99,0.14,0.2,0.9
0.35,0.6,17,17,-6,2,8,0.15356,0.21847,0.28051,0.5671,0.80502,0.06136,0.20046,0.13362,0.05919,0.14126,0.10307,0.03055,0.64599,0.16704,34,0.99,0.14,0.2,0.9
0.4,0.65,13,13,-5,1,7,0.19159,0.26975,0.36183,0.575,0.80558,0.06797,0.26649,0.12646,0.03724,0.22926,0.06493,0.06153,0.54192,0.19648,26,0.99,0.14,0.2,0.9
0.45,0.7,17,17,-6,2,10,0.13777,0.20136,0.26928,0.56776,0.7981,0.06455,0.21072,0.13734,0.04564,0.16509,0.09725,0.04009,0.65151,0.17403,34,0.99,0.14,0.2,0.9
0.5,0.75,14,14,-5,1,9,0.17991,0.25938,0.35822,0.57511,0.82931,0.05434,0.27742,0.11635,0.03205,0.24536,0.05901,0.05734,0.54267,0.19688,28,0.99,0.14,0.2,0.9
0.55,0.8,16,16,-6,1,11,0.16989,0.25525,0.36319,0.57554,0.86908,0.03663,0.28748,0.09429,0.02771,0.25977,0.04923,0.04506,0.54263,0.19089,32,0.99,0.14,0.2,0.9
0.6,0.85,15,15,-5,1,11,0.18338,0.26658,0.36658,0.58082,0.88442,0.02907,0.27675,0.08651,0.0339,0.24285,0.05388,0.03264,0.53987,0.18163,30,0.99,0.14,0.2,0.9
0.65,0.9,11,11,-4,1,9,0.16898,0.23935,0.33185,0.60968,0.84181,0.04315,0.27379,0.11504,0.03114,0.24265,0.06863,0.04642,0.55722,0.19442,22,0.99,0.14,0.2,0.9
0.7,0.95,9,9,-4,1,8,0.16387,0.22705,0.30961,0.64855,0.84484,0.0353,0.2665,0.11986,0.03214,0.23437,0.08395,0.03591,0.56963,0.19318,18,0.99,0.14,0.2,0.9
