
TDR_alpha20_1s_2by2_alphamax30_eta99_gam18_ic25_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.1,0.25,25,25,1,5,0.09079,0.24976,0.31956,0.14007,0.76214,0.10643,0.31377,0.13143,0.59544,0.2226,50,0.99,0.18,0.25,0.3
0.15,0.3,27,27,2,6,0.15198,0.25507,0.28677,0.19582,0.76143,0.19813,0.12977,0.04044,0.71825,0.0851,54,0.99,0.18,0.25,0.3
0.2,0.35,31,31,1,9,0.13538,0.28183,0.34417,0.1922,0.77442,0.1153,0.30124,0.11028,0.56337,0.20576,62,0.99,0.18,0.25,0.3
0.25,0.4,35,35,1,12,0.12876,0.27327,0.33856,0.18455,0.77141,0.10982,0.31624,0.11877,0.555,0.2175,70,0.99,0.18,0.25,0.3
0.3,0.45,38,38,1,15,0.12474,0.26719,0.3342,0.17976,0.76926,0.10646,0.32543,0.12427,0.54983,0.22485,76,0.99,0.18,0.25,0.3
0.35,0.5,36,36,1,16,0.1398,0.27545,0.338,0.19691,0.75983,0.11893,0.31104,0.12124,0.54915,0.21614,72,0.99,0.18,0.25,0.3
0.4,0.55,37,37,2,18,0.14773,0.2579,0.30138,0.19742,0.75174,0.17002,0.2133,0.07824,0.63897,0.14577,74,0.99,0.18,0.25,0.3
0.45,0.6,39,39,2,21,0.14099,0.25376,0.29977,0.19055,0.75902,0.15921,0.22553,0.08177,0.63348,0.15365,78,0.99,0.18,0.25,0.3
0.5,0.65,39,39,2,23,0.139,0.25095,0.29721,0.18818,0.76153,0.15669,0.22817,0.08177,0.63283,0.15497,78,0.99,0.18,0.25,0.3
0.55,0.7,39,39,2,25,0.13511,0.24687,0.29366,0.18361,0.76779,0.15149,0.23141,0.08071,0.63348,0.15606,78,0.99,0.18,0.25,0.3
0.6,0.75,34,34,1,24,0.12561,0.25093,0.31555,0.17939,0.75323,0.11386,0.32518,0.1329,0.54921,0.22904,68,0.99,0.18,0.25,0.3
0.65,0.8,31,31,2,23,0.14798,0.24314,0.27984,0.19374,0.7539,0.18108,0.19683,0.06502,0.65518,0.13092,62,0.99,0.18,0.25,0.3
0.7,0.85,26,26,1,21,0.14406,0.26152,0.31959,0.19925,0.76624,0.12454,0.29575,0.10922,0.56019,0.20249,52,0.99,0.18,0.25,0.3
0.05,0.25,11,11,1,2,0.09285,0.23149,0.32476,0.1451,0.77239,0.13952,0.18731,0.08809,0.71984,0.1377,22,0.99,0.18,0.25,0.3
0.1,0.3,13,13,1,3,0.11955,0.23865,0.32954,0.17467,0.75907,0.14096,0.24541,0.09997,0.63504,0.17269,26,0.99,0.18,0.25,0.3
0.15,0.35,18,18,1,5,0.1097,0.22804,0.33125,0.16263,0.78067,0.10915,0.29647,0.11018,0.59383,0.20332,36,0.99,0.18,0.25,0.3
0.2,0.4,18,18,1,6,0.12006,0.22815,0.32605,0.17441,0.7561,0.12369,0.29671,0.12021,0.58323,0.20846,36,0.99,0.18,0.25,0.3
0.25,0.45,20,20,2,7,0.15494,0.23225,0.28267,0.19824,0.76205,0.19742,0.13628,0.04053,0.70878,0.08841,40,0.99,0.18,0.25,0.3
0.3,0.5,21,21,1,9,0.13252,0.23725,0.33425,0.18833,0.77035,0.1174,0.30056,0.11225,0.56692,0.2064,42,0.99,0.18,0.25,0.3
0.35,0.55,23,23,1,11,0.12859,0.23351,0.33387,0.18369,0.78062,0.1081,0.31001,0.11127,0.56139,0.21064,46,0.99,0.18,0.25,0.3
0.4,0.6,23,23,2,12,0.13027,0.21139,0.27669,0.17578,0.75458,0.1751,0.19571,0.07032,0.67402,0.13302,46,0.99,0.18,0.25,0.3
0.45,0.65,22,22,1,13,0.12057,0.21654,0.3156,0.17381,0.75614,0.11444,0.31931,0.12941,0.56011,0.22436,44,0.99,0.18,0.25,0.3
0.5,0.7,21,21,2,13,0.14596,0.21886,0.27397,0.19023,0.75044,0.1918,0.17602,0.05776,0.67801,0.11689,42,0.99,0.18,0.25,0.3
0.55,0.75,21,21,2,14,0.14844,0.22023,0.27285,0.19197,0.76435,0.18513,0.17268,0.05052,0.67888,0.1116,42,0.99,0.18,0.25,0.3
0.6,0.8,19,19,1,14,0.14404,0.23684,0.32765,0.19948,0.78918,0.11547,0.2903,0.09535,0.56565,0.19282,38,0.99,0.18,0.25,0.3
0.65,0.85,19,19,2,15,0.11584,0.18185,0.23544,0.1552,0.75117,0.18667,0.18913,0.06216,0.69503,0.12565,38,0.99,0.18,0.25,0.3
0.7,0.9,14,14,1,12,0.14063,0.22177,0.30358,0.1935,0.78186,0.12814,0.27755,0.09,0.58182,0.18378,28,0.99,0.18,0.25,0.3
0.05,0.3,9,9,1,2,0.06667,0.18396,0.3151,0.11268,0.78265,0.11925,0.18815,0.0981,0.74517,0.14313,18,0.99,0.18,0.25,0.3
0.1,0.35,11,11,1,3,0.0829,0.18369,0.31515,0.13112,0.77465,0.11177,0.26895,0.11358,0.64814,0.19127,22,0.99,0.18,0.25,0.3
0.15,0.4,13,13,1,4,0.10715,0.2063,0.33347,0.15971,0.80043,0.10358,0.282,0.09599,0.61085,0.18899,26,0.99,0.18,0.25,0.3
0.2,0.45,11,11,1,4,0.14123,0.22719,0.33327,0.19795,0.7613,0.14337,0.25214,0.09533,0.60664,0.17373,22,0.99,0.18,0.25,0.3
0.25,0.5,12,12,1,5,0.13901,0.22201,0.33057,0.19535,0.76028,0.13768,0.26723,0.10203,0.59376,0.18463,24,0.99,0.18,0.25,0.3
0.3,0.55,15,15,1,7,0.11858,0.20339,0.32616,0.172,0.78308,0.10836,0.30235,0.10856,0.57907,0.20545,30,0.99,0.18,0.25,0.3
0.35,0.6,15,15,1,8,0.10381,0.18123,0.30487,0.15406,0.75542,0.11092,0.32034,0.13366,0.57585,0.227,30,0.99,0.18,0.25,0.3
0.4,0.65,14,14,1,8,0.13372,0.21198,0.32514,0.18875,0.77318,0.12132,0.28995,0.1055,0.57632,0.19773,28,0.99,0.18,0.25,0.3
0.45,0.7,15,15,2,9,0.13447,0.19226,0.25547,0.1755,0.75861,0.19411,0.15687,0.04728,0.70866,0.10208,30,0.99,0.18,0.25,0.3
0.5,0.75,15,15,2,10,0.11589,0.17274,0.24147,0.15594,0.75118,0.18882,0.17644,0.06,0.70767,0.11822,30,0.99,0.18,0.25,0.3
0.55,0.8,14,14,2,10,0.12345,0.17614,0.23504,0.16195,0.75177,0.19967,0.16133,0.04855,0.71522,0.10494,28,0.99,0.18,0.25,0.3
0.6,0.85,10,10,1,8,0.14515,0.20924,0.30376,0.19889,0.75675,0.14686,0.26483,0.09639,0.59001,0.18061,20,0.99,0.18,0.25,0.3
0.65,0.9,12,12,1,10,0.13323,0.20415,0.31186,0.18547,0.83673,0.09786,0.28211,0.06541,0.58466,0.17376,24,0.99,0.18,0.25,0.3
0.7,0.95,10,10,1,9,0.13044,0.19505,0.29331,0.18067,0.8499,0.10022,0.27295,0.04988,0.59662,0.16142,20,0.99,0.18,0.25,0.3
