
TDR_alpha10_1s_2by2_alphaonly_eta99_gam7_ic25_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,58,58,2,6,0.06056,0.28234,0.28234,0.22357,0.85474,0.08524,0.19598,0.06001,0.74346,0.12799,116,0.99,0.07,0.25,0.9
0.1,0.2,85,85,2,13,0.07223,0.3119,0.3119,0.26341,0.86848,0.06341,0.27753,0.0681,0.65024,0.17282,170,0.99,0.07,0.25,0.9
0.15,0.25,104,104,3,21,0.07977,0.2846,0.2846,0.25538,0.85857,0.08341,0.23344,0.05801,0.68677,0.14573,208,0.99,0.07,0.25,0.9
0.2,0.3,119,119,3,30,0.08569,0.29716,0.29716,0.27285,0.85957,0.07824,0.25681,0.06218,0.65749,0.15949,238,0.99,0.07,0.25,0.9
0.25,0.35,126,126,3,38,0.09585,0.30547,0.30547,0.28906,0.85561,0.08132,0.26211,0.06305,0.64203,0.16258,252,0.99,0.07,0.25,0.9
0.3,0.4,139,139,3,49,0.09306,0.30887,0.30887,0.29242,0.85835,0.07489,0.27867,0.06674,0.62825,0.17271,278,0.99,0.07,0.25,0.9
0.35,0.45,147,147,4,59,0.09508,0.28672,0.28672,0.27481,0.85343,0.09023,0.23925,0.05631,0.66565,0.14778,294,0.99,0.07,0.25,0.9
0.4,0.5,148,148,3,67,0.09811,0.31324,0.31324,0.30243,0.85807,0.07454,0.28528,0.06738,0.61659,0.17633,296,0.99,0.07,0.25,0.9
0.5,0.6,148,148,3,82,0.09654,0.30918,0.30918,0.3016,0.85596,0.07454,0.28915,0.06948,0.61429,0.17931,296,0.99,0.07,0.25,0.9
0.55,0.65,144,144,3,87,0.09763,0.30733,0.30733,0.30133,0.85729,0.07529,0.28596,0.06739,0.61639,0.17667,288,0.99,0.07,0.25,0.9
0.6,0.7,139,139,3,91,0.09607,0.30307,0.30307,0.29751,0.85957,0.07489,0.28372,0.06552,0.62019,0.17462,278,0.99,0.07,0.25,0.9
0.65,0.75,126,126,3,89,0.09446,0.29235,0.29235,0.29052,0.8514,0.08132,0.27617,0.06727,0.62935,0.17172,252,0.99,0.07,0.25,0.9
0.7,0.8,119,119,3,90,0.09218,0.28618,0.28618,0.28269,0.8621,0.07824,0.26959,0.05965,0.63821,0.16462,238,0.99,0.07,0.25,0.9
0.05,0.2,32,32,2,4,0.06113,0.21871,0.26541,0.20571,0.86716,0.09615,0.12439,0.03668,0.81448,0.08054,64,0.99,0.07,0.25,0.9
0.1,0.25,44,44,2,8,0.06069,0.22427,0.28851,0.2322,0.86593,0.07083,0.23402,0.06324,0.70529,0.14863,88,0.99,0.07,0.25,0.9
0.15,0.3,52,52,2,12,0.07243,0.23656,0.30402,0.25979,0.86936,0.06596,0.26695,0.06468,0.66062,0.16581,104,0.99,0.07,0.25,0.9
0.2,0.35,54,54,2,15,0.0941,0.25352,0.31616,0.28997,0.86485,0.07459,0.26463,0.06055,0.64126,0.16259,108,0.99,0.07,0.25,0.9
0.25,0.4,61,61,3,20,0.08856,0.22358,0.27381,0.25537,0.8528,0.09662,0.21181,0.05057,0.69963,0.13119,122,0.99,0.07,0.25,0.9
0.3,0.45,63,63,2,24,0.0937,0.25072,0.31897,0.3,0.86152,0.06977,0.29154,0.06871,0.61475,0.18013,126,0.99,0.07,0.25,0.9
0.35,0.5,68,68,3,29,0.09806,0.23555,0.28744,0.27383,0.86269,0.08872,0.22849,0.04858,0.67344,0.13854,136,0.99,0.07,0.25,0.9
0.4,0.55,71,71,3,34,0.09282,0.23127,0.28654,0.27258,0.86432,0.08345,0.24146,0.05222,0.66571,0.14684,142,0.99,0.07,0.25,0.9
0.45,0.6,68,68,3,36,0.09801,0.2312,0.28385,0.27536,0.85689,0.09099,0.23532,0.05211,0.66666,0.14372,136,0.99,0.07,0.25,0.9
0.5,0.65,67,67,3,39,0.09375,0.22419,0.27769,0.27062,0.85358,0.09137,0.23922,0.05504,0.66702,0.14713,134,0.99,0.07,0.25,0.9
0.55,0.7,63,63,2,40,0.09748,0.24385,0.31172,0.3068,0.86326,0.06977,0.29669,0.06696,0.60582,0.18183,126,0.99,0.07,0.25,0.9
0.6,0.75,63,63,3,43,0.09379,0.2185,0.2684,0.26319,0.86241,0.09048,0.23095,0.0471,0.67525,0.13903,126,0.99,0.07,0.25,0.9
0.65,0.8,54,54,2,40,0.09135,0.22634,0.29156,0.29266,0.8574,0.07459,0.28975,0.068,0.61889,0.17887,108,0.99,0.07,0.25,0.9
0.7,0.85,52,52,2,41,0.09232,0.22788,0.29088,0.28858,0.88295,0.06596,0.28174,0.05109,0.62594,0.16641,104,0.99,0.07,0.25,0.9
0.05,0.25,20,20,1,3,0.07077,0.24823,0.3655,0.26915,0.89504,0.04812,0.27411,0.05684,0.65512,0.16548,40,0.99,0.07,0.25,0.9
0.1,0.3,25,25,2,5,0.08012,0.19745,0.2745,0.23462,0.86312,0.09902,0.15486,0.03785,0.76502,0.09636,50,0.99,0.07,0.25,0.9
0.15,0.35,31,31,2,8,0.07176,0.19016,0.28665,0.24441,0.86633,0.07801,0.2234,0.05566,0.70484,0.13953,62,0.99,0.07,0.25,0.9
0.2,0.4,35,35,2,11,0.06696,0.18098,0.28755,0.24775,0.86008,0.07115,0.25935,0.06877,0.67369,0.16406,70,0.99,0.07,0.25,0.9
0.25,0.45,39,39,3,14,0.07052,0.16628,0.24332,0.21893,0.85397,0.09952,0.18571,0.04651,0.74377,0.11611,78,0.99,0.07,0.25,0.9
0.3,0.5,39,39,2,16,0.08385,0.198,0.30248,0.27683,0.86949,0.06929,0.27152,0.06122,0.64463,0.16637,78,0.99,0.07,0.25,0.9
0.35,0.55,39,39,2,18,0.08814,0.1993,0.30202,0.28304,0.86511,0.07254,0.27276,0.06235,0.63909,0.16755,78,0.99,0.07,0.25,0.9
0.4,0.6,39,39,2,20,0.09019,0.19895,0.30072,0.28608,0.86394,0.07361,0.2743,0.06244,0.6355,0.16837,78,0.99,0.07,0.25,0.9
0.45,0.65,43,43,3,24,0.08386,0.17832,0.25552,0.24161,0.8694,0.08929,0.21021,0.04131,0.70593,0.12576,86,0.99,0.07,0.25,0.9
0.5,0.7,39,39,2,24,0.08832,0.19355,0.29557,0.28406,0.87169,0.06929,0.27884,0.05901,0.63283,0.16893,78,0.99,0.07,0.25,0.9
0.55,0.75,39,39,3,26,0.07773,0.16234,0.23478,0.22681,0.85566,0.09952,0.20708,0.04481,0.71519,0.12594,78,0.99,0.07,0.25,0.9
0.6,0.8,35,35,2,25,0.09692,0.19758,0.28946,0.28427,0.8843,0.07115,0.26037,0.04454,0.64271,0.15246,70,0.99,0.07,0.25,0.9
0.65,0.85,31,31,2,24,0.08706,0.17821,0.26628,0.26579,0.87277,0.07801,0.25775,0.04922,0.65518,0.15349,62,0.99,0.07,0.25,0.9
0.7,0.9,28,28,2,23,0.0942,0.18168,0.25779,0.25854,0.89177,0.07714,0.23655,0.03109,0.66925,0.13382,56,0.99,0.07,0.25,0.9
0.05,0.3,16,16,1,3,0.04135,0.17699,0.34925,0.21596,0.89273,0.03786,0.28174,0.06942,0.67691,0.17558,32,0.99,0.07,0.25,0.9
0.1,0.35,17,17,1,4,0.07724,0.20138,0.35567,0.28468,0.88113,0.05195,0.30595,0.06692,0.61682,0.18643,34,0.99,0.07,0.25,0.9
0.15,0.4,21,21,2,6,0.07019,0.16141,0.26981,0.22947,0.86456,0.08849,0.18542,0.04695,0.74439,0.11619,42,0.99,0.07,0.25,0.9
0.2,0.45,23,23,2,8,0.06294,0.14781,0.26796,0.23025,0.85146,0.08322,0.22598,0.06532,0.71109,0.14565,46,0.99,0.07,0.25,0.9
