
TDR_alpha20_1s_3by2_alphamax30_eta99_gam15_ic25_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,27,27,-5,1,3,0.13287,0.33953,0.33953,0.58426,0.7513,0.11032,0.25421,0.13839,0.01762,0.23659,0.04125,0.09714,0.61292,0.1963,54,0.99,0.15,0.25,0.3
0.1,0.2,44,44,-7,1,7,0.13102,0.3455,0.3455,0.5211,0.77001,0.0838,0.31214,0.14618,0.0146,0.29754,0.03439,0.11179,0.55684,0.22916,88,0.99,0.15,0.25,0.3
0.15,0.25,62,62,-9,2,13,0.11084,0.2951,0.2951,0.48987,0.75934,0.09352,0.25987,0.14713,0.01835,0.24152,0.04968,0.09745,0.62929,0.2035,124,0.99,0.15,0.25,0.3
0.2,0.3,69,69,-11,3,17,0.14947,0.28116,0.28116,0.49846,0.76315,0.08864,0.20323,0.1482,0.05574,0.14749,0.10293,0.04527,0.6473,0.17571,138,0.99,0.15,0.25,0.3
0.25,0.35,72,72,-11,2,22,0.14341,0.31826,0.31826,0.46466,0.7612,0.09048,0.26919,0.14831,0.0263,0.24289,0.05791,0.09039,0.58739,0.20875,144,0.99,0.15,0.25,0.3
0.3,0.4,80,80,-12,3,28,0.15091,0.29408,0.29408,0.46117,0.75952,0.09113,0.2266,0.14935,0.04444,0.18216,0.08837,0.06097,0.62248,0.18797,160,0.99,0.15,0.25,0.3
0.35,0.45,86,86,-13,2,35,0.13816,0.32104,0.32104,0.4624,0.7681,0.08301,0.28878,0.14889,0.02169,0.26709,0.05037,0.09852,0.57305,0.21883,172,0.99,0.15,0.25,0.3
0.4,0.5,90,90,-14,2,41,0.14342,0.32669,0.32669,0.45809,0.77741,0.0783,0.28926,0.14427,0.02292,0.26634,0.05116,0.09311,0.56731,0.21677,180,0.99,0.15,0.25,0.3
0.45,0.55,91,91,-14,2,46,0.14536,0.32758,0.32758,0.48342,0.77934,0.07699,0.28966,0.14366,0.02342,0.26624,0.05186,0.0918,0.56497,0.21666,182,0.99,0.15,0.25,0.3
0.5,0.6,88,88,-14,2,49,0.14508,0.32362,0.32362,0.45921,0.77219,0.07992,0.28911,0.14788,0.02361,0.2655,0.0533,0.09458,0.5658,0.21849,176,0.99,0.15,0.25,0.3
0.55,0.65,88,88,-13,3,53,0.15034,0.29695,0.29695,0.47176,0.77024,0.08206,0.24189,0.14768,0.03976,0.20213,0.0828,0.06489,0.60776,0.19479,176,0.99,0.15,0.25,0.3
0.6,0.7,85,85,-13,2,56,0.13768,0.31593,0.31593,0.46213,0.77619,0.07648,0.29138,0.14732,0.02187,0.26951,0.0524,0.09492,0.57093,0.21935,170,0.99,0.15,0.25,0.3
0.65,0.75,79,79,-12,2,56,0.14005,0.31329,0.31329,0.47657,0.779,0.07529,0.28502,0.1457,0.02385,0.26117,0.05647,0.08923,0.57492,0.21536,158,0.99,0.15,0.25,0.3
0.7,0.8,71,71,-11,2,54,0.13769,0.30419,0.30419,0.49277,0.77598,0.07619,0.27894,0.14781,0.0249,0.25405,0.06084,0.08698,0.58336,0.21338,142,0.99,0.15,0.25,0.3
0.05,0.2,14,14,-4,1,2,0.13338,0.28891,0.33634,0.73787,0.75555,0.12285,0.19484,0.1216,0.0196,0.17524,0.04653,0.07507,0.67178,0.15822,28,0.99,0.15,0.25,0.3
0.1,0.25,21,21,-5,1,4,0.13466,0.2866,0.34277,0.53639,0.7682,0.09367,0.27814,0.13812,0.01729,0.26084,0.04009,0.09803,0.5872,0.20813,42,0.99,0.15,0.25,0.3
0.15,0.3,27,27,-7,2,6,0.15198,0.25507,0.28677,0.50547,0.76143,0.09537,0.18744,0.1432,0.05767,0.12977,0.10276,0.04044,0.66058,0.16532,54,0.99,0.15,0.25,0.3
0.2,0.35,35,35,-8,2,10,0.11987,0.24347,0.29036,0.48623,0.7715,0.09045,0.2323,0.13805,0.02586,0.20644,0.0634,0.07466,0.64783,0.18517,70,0.99,0.15,0.25,0.3
0.25,0.4,33,33,-8,2,11,0.14387,0.2553,0.29631,0.49842,0.75172,0.09945,0.22784,0.14883,0.03715,0.19069,0.07929,0.06954,0.62829,0.18834,66,0.99,0.15,0.25,0.3
0.3,0.45,41,41,-9,2,16,0.11758,0.24184,0.29413,0.4904,0.76767,0.08669,0.26199,0.14564,0.02078,0.24121,0.05483,0.09081,0.62043,0.20381,82,0.99,0.15,0.25,0.3
0.35,0.5,39,39,-9,2,17,0.13917,0.25599,0.30236,0.50388,0.76406,0.08916,0.25148,0.14677,0.02975,0.22173,0.06753,0.07924,0.60935,0.19913,78,0.99,0.15,0.25,0.3
0.4,0.55,39,39,-9,2,19,0.14108,0.25543,0.30147,0.50106,0.75989,0.09021,0.25365,0.1499,0.03024,0.22341,0.069,0.08089,0.60527,0.20177,78,0.99,0.15,0.25,0.3
0.45,0.6,45,45,-10,2,24,0.13802,0.26135,0.31097,0.48334,0.79584,0.07087,0.26439,0.13329,0.027,0.23738,0.06051,0.07278,0.59759,0.19884,90,0.99,0.15,0.25,0.3
0.5,0.65,41,41,-9,2,24,0.14362,0.25893,0.30517,0.49615,0.77997,0.07797,0.25751,0.14205,0.03081,0.2267,0.06873,0.07332,0.59886,0.19978,82,0.99,0.15,0.25,0.3
0.55,0.7,39,39,-9,2,25,0.13511,0.24687,0.29366,0.49745,0.76779,0.08281,0.25951,0.14939,0.0281,0.23141,0.06868,0.08071,0.60538,0.20445,78,0.99,0.15,0.25,0.3
0.6,0.75,38,38,-9,2,26,0.14985,0.25902,0.30103,0.51188,0.7902,0.07043,0.24945,0.13936,0.03651,0.21294,0.0781,0.06126,0.60069,0.19441,76,0.99,0.15,0.25,0.3
0.65,0.8,32,32,-8,1,24,0.14159,0.26867,0.3307,0.52214,0.78297,0.06835,0.32312,0.14868,0.01683,0.30629,0.04243,0.10625,0.53528,0.2359,64,0.99,0.15,0.25,0.3
0.7,0.85,30,30,-7,1,24,0.14204,0.2692,0.33113,0.49754,0.8034,0.05954,0.3194,0.13706,0.01749,0.30191,0.04402,0.09304,0.53857,0.22823,60,0.99,0.15,0.25,0.3
0.05,0.25,11,11,-4,1,2,0.09285,0.23149,0.32476,0.7773,0.77239,0.10901,0.19635,0.11859,0.00904,0.18731,0.03051,0.08809,0.7108,0.15747,22,0.99,0.15,0.25,0.3
0.1,0.3,16,16,-5,2,3,0.12985,0.2043,0.24571,0.59373,0.76903,0.0858,0.13176,0.14518,0.08089,0.05087,0.1316,0.01357,0.73839,0.13847,32,0.99,0.15,0.25,0.3
0.15,0.35,18,18,-6,1,5,0.1097,0.22804,0.33125,0.56793,0.78067,0.07844,0.30733,0.14089,0.01086,0.29647,0.03071,0.11018,0.58297,0.22411,36,0.99,0.15,0.25,0.3
0.2,0.4,20,20,-6,2,6,0.14253,0.22488,0.27777,0.50659,0.77376,0.0868,0.18583,0.13944,0.05325,0.13257,0.10063,0.03881,0.67164,0.16263,40,0.99,0.15,0.25,0.3
0.25,0.45,22,22,-7,2,8,0.12642,0.21305,0.27729,0.52848,0.76677,0.09227,0.20881,0.14096,0.03511,0.1737,0.08147,0.05949,0.66477,0.17489,44,0.99,0.15,0.25,0.3
0.3,0.5,24,24,-7,2,10,0.12288,0.21126,0.28074,0.50508,0.77308,0.08697,0.22512,0.13995,0.0299,0.19522,0.07318,0.06677,0.652,0.18253,48,0.99,0.15,0.25,0.3
0.35,0.55,23,23,-7,1,11,0.12859,0.23351,0.33387,0.49644,0.78062,0.07232,0.32391,0.14706,0.0139,0.31001,0.03579,0.11127,0.54749,0.23549,46,0.99,0.15,0.25,0.3
0.4,0.6,25,25,-7,2,13,0.12475,0.21056,0.28094,0.49021,0.77348,0.08342,0.23689,0.1431,0.02901,0.20788,0.07275,0.07035,0.63835,0.19,50,0.99,0.15,0.25,0.3
0.45,0.65,23,23,-7,2,13,0.14284,0.22208,0.28259,0.51186,0.76748,0.08382,0.22644,0.14869,0.04074,0.1857,0.09002,0.05868,0.63072,0.18756,46,0.99,0.15,0.25,0.3
0.5,0.7,23,23,-7,2,14,0.15389,0.23113,0.28673,0.51915,0.78258,0.0726,0.22402,0.14481,0.04854,0.17548,0.09736,0.04746,0.62209,0.18442,46,0.99,0.15,0.25,0.3
0.55,0.75,24,24,-7,2,16,0.13602,0.21621,0.27842,0.50564,0.79322,0.06787,0.23288,0.13891,0.03698,0.1959,0.08546,0.05345,0.6311,0.18589,48,0.99,0.15,0.25,0.3
0.6,0.8,19,19,-6,1,14,0.14404,0.23684,0.32765,0.52848,0.78918,0.06771,0.30918,0.14311,0.01888,0.2903,0.04776,0.09535,0.54678,0.22614,38,0.99,0.15,0.25,0.3
0.65,0.85,19,19,-6,1,15,0.13363,0.22683,0.32154,0.53043,0.81088,0.05648,0.31525,0.13264,0.01637,0.29888,0.04468,0.08796,0.55112,0.22395,38,0.99,0.15,0.25,0.3
0.7,0.9,14,14,-5,1,12,0.14063,0.22177,0.30358,0.56983,0.78186,0.06836,0.29776,0.14978,0.02021,0.27755,0.05978,0.09,0.56161,0.22377,28,0.99,0.15,0.25,0.3
0.05,0.3,9,9,-4,1,2,0.06667,0.18396,0.3151,0.81085,0.78265,0.09791,0.19269,0.11944,0.00454,0.18815,0.02134,0.0981,0.74063,0.15607,18,0.99,0.15,0.25,0.3
0.1,0.35,11,11,-4,1,3,0.0829,0.18369,0.31515,0.57867,0.77465,0.08656,0.27561,0.1388,0.00666,0.26895,0.02522,0.11358,0.64149,0.2072,22,0.99,0.15,0.25,0.3
