
TDR_alpha10_1s_3by2_alphamax30_eta99_gam15_ic30_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,56,56,-7,1,6,0.05749,0.34289,0.34289,0.56152,0.85302,0.03735,0.35707,0.10963,0.00269,0.35438,0.01077,0.09886,0.58543,0.23335,112,0.99,0.15,0.3,0.3
0.1,0.2,88,88,-10,1,14,0.05228,0.33173,0.33173,0.50914,0.8556,0.02885,0.39937,0.11554,0.00196,0.39741,0.00864,0.1069,0.54835,0.25746,176,0.99,0.15,0.3,0.3
0.05,0.2,30,30,-5,1,4,0.05783,0.2682,0.34901,0.58781,0.86585,0.03831,0.32204,0.09584,0.00294,0.3191,0.01143,0.0844,0.62013,0.20894,60,0.99,0.15,0.3,0.3
0.1,0.25,43,43,-7,2,8,0.05472,0.21329,0.27995,0.51615,0.85145,0.04967,0.24374,0.09888,0.00595,0.23779,0.02485,0.07402,0.70155,0.17131,86,0.99,0.15,0.3,0.3
0.15,0.3,54,54,-9,1,13,0.05118,0.22763,0.32631,0.4842,0.8564,0.02847,0.39686,0.11513,0.00192,0.39494,0.00881,0.10632,0.55196,0.256,108,0.99,0.15,0.3,0.3
0.2,0.35,59,59,-10,2,17,0.06216,0.2185,0.29494,0.50408,0.85144,0.04134,0.30776,0.10721,0.00529,0.30248,0.02089,0.08632,0.63007,0.20749,118,0.99,0.15,0.3,0.3
0.25,0.4,68,68,-11,2,23,0.06049,0.21786,0.2991,0.46588,0.86027,0.03554,0.32712,0.10418,0.00451,0.3226,0.01812,0.08606,0.61239,0.21565,136,0.99,0.15,0.3,0.3
0.3,0.45,74,74,-12,2,29,0.05406,0.20548,0.29108,0.46995,0.85363,0.0343,0.34324,0.11206,0.0034,0.33985,0.01564,0.09642,0.60269,0.22765,148,0.99,0.15,0.3,0.3
0.35,0.5,75,75,-12,2,33,0.06235,0.21542,0.29855,0.47025,0.85815,0.03433,0.34074,0.1075,0.00441,0.33633,0.01782,0.08968,0.5969,0.22412,150,0.99,0.15,0.3,0.3
0.4,0.55,75,75,-13,1,37,0.06121,0.22104,0.31878,0.46149,0.85411,0.02762,0.40812,0.11827,0.00253,0.40559,0.01064,0.10762,0.53066,0.26319,150,0.99,0.15,0.3,0.3
0.45,0.6,77,77,-13,1,42,0.05652,0.21128,0.31055,0.48067,0.85279,0.02637,0.41336,0.12083,0.00214,0.41122,0.00982,0.11101,0.53011,0.26709,154,0.99,0.15,0.3,0.3
0.5,0.65,76,76,-13,3,45,0.06094,0.19226,0.26052,0.46201,0.85074,0.04108,0.28841,0.10817,0.00675,0.28166,0.02918,0.07899,0.65064,0.19829,152,0.99,0.15,0.3,0.3
0.55,0.7,71,71,-12,1,46,0.05861,0.20756,0.30468,0.46611,0.85033,0.02715,0.41014,0.12251,0.00234,0.4078,0.01078,0.11173,0.53124,0.26633,142,0.99,0.15,0.3,0.3
0.6,0.75,69,69,-11,2,48,0.06079,0.19939,0.28062,0.47955,0.86014,0.03222,0.34087,0.10764,0.00445,0.33642,0.01974,0.0879,0.59832,0.22425,138,0.99,0.15,0.3,0.3
0.65,0.8,63,63,-10,2,47,0.06357,0.19915,0.27704,0.49986,0.86561,0.03153,0.33133,0.10285,0.00522,0.32611,0.02241,0.08044,0.60509,0.21709,126,0.99,0.15,0.3,0.3
0.7,0.85,55,55,-9,2,44,0.06136,0.1877,0.26149,0.49553,0.86164,0.03279,0.32152,0.10557,0.00545,0.31607,0.02549,0.08007,0.61711,0.21354,110,0.99,0.15,0.3,0.3
0.05,0.25,18,18,-5,1,3,0.05528,0.21396,0.33976,0.70026,0.85214,0.04773,0.28255,0.10012,0.00285,0.2797,0.01255,0.08757,0.66217,0.19134,36,0.99,0.15,0.3,0.3
0.1,0.3,27,27,-6,1,6,0.04536,0.17939,0.32656,0.56349,0.85546,0.03251,0.36461,0.11203,0.00169,0.36292,0.00874,0.10329,0.59002,0.23832,54,0.99,0.15,0.3,0.3
0.15,0.35,33,33,-7,1,9,0.04771,0.17358,0.32397,0.54358,0.8597,0.02863,0.38503,0.11167,0.00177,0.38326,0.00869,0.10298,0.56726,0.24835,66,0.99,0.15,0.3,0.3
0.2,0.4,37,37,-8,1,12,0.04986,0.16971,0.31981,0.5063,0.85764,0.02792,0.394,0.11443,0.00186,0.39214,0.009,0.10543,0.55614,0.25422,74,0.99,0.15,0.3,0.3
0.25,0.45,40,40,-9,1,15,0.05242,0.16899,0.3182,0.47898,0.85796,0.02739,0.39814,0.11465,0.00202,0.39613,0.00944,0.10521,0.54944,0.25639,80,0.99,0.15,0.3,0.3
0.3,0.5,42,42,-9,1,18,0.05075,0.1609,0.30911,0.50143,0.85073,0.02774,0.4037,0.12152,0.00186,0.40184,0.00928,0.11224,0.54554,0.26261,84,0.99,0.15,0.3,0.3
0.35,0.55,42,42,-9,1,20,0.05974,0.17256,0.31727,0.50282,0.85663,0.02831,0.39732,0.11506,0.00258,0.39474,0.01113,0.10393,0.54294,0.25619,84,0.99,0.15,0.3,0.3
0.4,0.6,44,44,-10,2,23,0.0617,0.16565,0.28422,0.49676,0.86248,0.03522,0.31568,0.1023,0.00526,0.31042,0.02184,0.08046,0.62261,0.20899,88,0.99,0.15,0.3,0.3
0.45,0.65,43,43,-10,1,25,0.05536,0.15976,0.30397,0.48855,0.85388,0.02692,0.40373,0.11919,0.0022,0.40153,0.01057,0.10862,0.54091,0.26146,86,0.99,0.15,0.3,0.3
