
TDR_alpha20_1s_3by2_alphaonly_eta99_gam22_ic20_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,27,27,-5,1,3,0.13287,0.33953,0.33953,0.59106,0.7513,0.11032,0.25421,0.13839,0.01762,0.23659,0.04125,0.09714,0.61292,0.1963,54,0.99,0.22,0.2,0.9
0.1,0.2,41,41,-7,2,6,0.16083,0.29466,0.29466,0.55308,0.75103,0.10274,0.18895,0.14623,0.0619,0.12705,0.10471,0.04153,0.65022,0.16759,82,0.99,0.22,0.2,0.9
0.15,0.25,50,50,-8,2,10,0.16216,0.30996,0.30996,0.54466,0.75028,0.10226,0.2209,0.14745,0.04672,0.17418,0.086,0.06145,0.61693,0.18418,100,0.99,0.22,0.2,0.9
0.2,0.3,57,57,-10,2,14,0.18439,0.32886,0.32886,0.53731,0.76322,0.09157,0.23167,0.1452,0.0537,0.17797,0.08824,0.05696,0.58393,0.18844,114,0.99,0.22,0.2,0.9
0.25,0.35,64,64,-11,2,19,0.18385,0.33457,0.33457,0.53038,0.76564,0.08946,0.24365,0.1449,0.0479,0.19575,0.08117,0.06372,0.57249,0.19427,128,0.99,0.22,0.2,0.9
0.3,0.4,69,69,-12,2,24,0.18377,0.33748,0.33748,0.53141,0.76563,0.08857,0.2513,0.14579,0.04484,0.20645,0.07756,0.06823,0.56493,0.19854,138,0.99,0.22,0.2,0.9
0.35,0.45,71,71,-12,2,28,0.19995,0.34674,0.34674,0.53063,0.77218,0.08364,0.24869,0.14417,0.05272,0.19597,0.08372,0.06044,0.55135,0.19643,142,0.99,0.22,0.2,0.9
0.4,0.5,81,81,-13,3,36,0.17884,0.30815,0.30815,0.52651,0.7639,0.08402,0.22649,0.15206,0.06106,0.16543,0.10287,0.04919,0.59467,0.18928,162,0.99,0.22,0.2,0.9
0.45,0.55,77,77,-13,3,38,0.18715,0.30728,0.30728,0.52837,0.75367,0.08673,0.22485,0.15959,0.06918,0.15567,0.1129,0.0467,0.58799,0.19222,154,0.99,0.22,0.2,0.9
0.5,0.6,81,81,-13,3,44,0.18615,0.31014,0.31014,0.52747,0.76797,0.079,0.22757,0.15302,0.06644,0.16112,0.1079,0.04512,0.58627,0.1903,162,0.99,0.22,0.2,0.9
0.55,0.65,74,74,-12,3,44,0.18621,0.30156,0.30156,0.53055,0.75023,0.08593,0.22473,0.16383,0.0711,0.15363,0.1181,0.04573,0.58905,0.19428,148,0.99,0.22,0.2,0.9
0.6,0.7,68,68,-12,2,44,0.19971,0.34005,0.34005,0.53379,0.77172,0.08007,0.25064,0.1482,0.05387,0.19677,0.0888,0.0594,0.54964,0.19942,136,0.99,0.22,0.2,0.9
0.65,0.75,66,66,-11,2,46,0.19841,0.33725,0.33725,0.53655,0.78064,0.07421,0.24889,0.14515,0.05515,0.19375,0.0905,0.05465,0.55269,0.19702,132,0.99,0.22,0.2,0.9
0.7,0.8,60,60,-10,2,45,0.18977,0.32491,0.32491,0.5389,0.77535,0.07538,0.24674,0.14927,0.05401,0.19273,0.09403,0.05524,0.56349,0.198,120,0.99,0.22,0.2,0.9
0.05,0.2,14,14,-4,1,2,0.13338,0.28891,0.33634,0.98628,0.75555,0.12285,0.19484,0.1216,0.0196,0.17524,0.04653,0.07507,0.67178,0.15822,28,0.99,0.22,0.2,0.9
0.1,0.25,22,22,-5,1,4,0.15005,0.30453,0.35743,0.57357,0.79388,0.08252,0.26981,0.1236,0.02186,0.24795,0.0437,0.0799,0.58013,0.19671,44,0.99,0.22,0.2,0.9
