
TDR_alpha20_1s_3by2_alphaonly_eta99_gam14_ic15_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,37,37,-6,2,4,0.08726,0.25185,0.25185,0.58966,0.75417,0.11986,0.1411,0.12597,0.02463,0.11646,0.07222,0.05375,0.77165,0.13353,74,0.99,0.14,0.15,0.9
0.1,0.2,58,58,-8,3,9,0.08976,0.23123,0.23123,0.54982,0.75707,0.1032,0.15952,0.13973,0.03171,0.1278,0.08916,0.05057,0.75073,0.14962,116,0.99,0.14,0.15,0.9
0.15,0.25,85,85,-11,4,17,0.09303,0.22903,0.22903,0.53468,0.79391,0.07546,0.16818,0.13062,0.03582,0.13236,0.09109,0.03953,0.73878,0.1494,170,0.99,0.14,0.15,0.9
0.05,0.2,16,16,-4,1,2,0.15997,0.3183,0.35986,0.98437,0.80723,0.0912,0.19239,0.10157,0.02926,0.16313,0.05202,0.04955,0.64765,0.14698,32,0.99,0.14,0.15,0.9
0.1,0.25,25,25,-6,2,4,0.15446,0.25099,0.27665,0.57249,0.78567,0.07704,0.16245,0.13729,0.08194,0.08052,0.1181,0.01919,0.68309,0.14987,50,0.99,0.14,0.15,0.9
0.15,0.3,38,38,-8,3,9,0.07906,0.18233,0.21911,0.55262,0.76232,0.0992,0.15695,0.13847,0.02666,0.13029,0.08586,0.05261,0.76399,0.14771,76,0.99,0.14,0.15,0.9
0.2,0.35,49,49,-9,3,13,0.1213,0.23467,0.26697,0.54257,0.83936,0.05119,0.18712,0.10945,0.04513,0.14199,0.08145,0.028,0.69158,0.14828,98,0.99,0.14,0.15,0.9
0.25,0.4,55,55,-10,4,18,0.08804,0.1856,0.21707,0.53743,0.79931,0.06937,0.16694,0.13131,0.03485,0.13208,0.09408,0.03723,0.74502,0.14912,110,0.99,0.14,0.15,0.9
0.3,0.45,61,61,-11,4,22,0.12419,0.21924,0.24351,0.53197,0.83835,0.04257,0.18073,0.11907,0.06041,0.12032,0.09988,0.01919,0.69508,0.1499,122,0.99,0.14,0.15,0.9
0.35,0.5,66,66,-12,5,28,0.08696,0.17295,0.19823,0.52884,0.80371,0.0593,0.1605,0.13698,0.04174,0.11876,0.10864,0.02834,0.75253,0.14874,132,0.99,0.14,0.15,0.9
0.4,0.55,70,70,-12,5,33,0.09314,0.18226,0.20741,0.52716,0.82244,0.04973,0.16892,0.12782,0.04326,0.12565,0.10249,0.02534,0.73794,0.14837,140,0.99,0.14,0.15,0.9
0.45,0.6,71,71,-12,5,37,0.09515,0.18413,0.20881,0.53067,0.82766,0.04638,0.17261,0.12596,0.04381,0.1288,0.10162,0.02434,0.73223,0.14928,142,0.99,0.14,0.15,0.9
0.5,0.65,70,70,-12,3,38,0.19461,0.30218,0.32369,0.52805,0.90766,0.01542,0.22234,0.07691,0.08057,0.14177,0.06823,0.00867,0.58305,0.14962,140,0.99,0.14,0.15,0.9
0.55,0.7,69,69,-12,4,42,0.13544,0.23312,0.25559,0.53252,0.87424,0.02545,0.19934,0.1003,0.06009,0.13925,0.08616,0.01414,0.66521,0.14982,138,0.99,0.14,0.15,0.9
0.6,0.75,65,65,-11,3,42,0.18593,0.28892,0.30889,0.53198,0.90728,0.01404,0.22061,0.07867,0.07927,0.14134,0.07072,0.00795,0.59345,0.14964,130,0.99,0.14,0.15,0.9
0.65,0.8,61,61,-10,3,43,0.1613,0.26833,0.29161,0.53777,0.90396,0.01589,0.21889,0.08014,0.06262,0.15626,0.06984,0.01031,0.61981,0.14952,122,0.99,0.14,0.15,0.9
0.7,0.85,56,56,-9,3,42,0.1718,0.26225,0.27645,0.54151,0.90752,0.01042,0.21425,0.08205,0.08305,0.1312,0.07658,0.00548,0.61394,0.14815,112,0.99,0.14,0.15,0.9
0.05,0.25,12,12,-4,1,2,0.10632,0.25251,0.34162,0.98821,0.80862,0.08992,0.19645,0.10146,0.01204,0.18441,0.03299,0.06847,0.69723,0.14896,24,0.99,0.14,0.15,0.9
0.1,0.3,18,18,-5,2,4,0.07727,0.17088,0.23838,0.5937,0.76462,0.11059,0.13913,0.12479,0.02093,0.1182,0.07082,0.05397,0.7836,0.13196,36,0.99,0.14,0.15,0.9
