
TDR_alpha20_1s_2by2_litwinref_alphaonly_eta99_gam3_ic20_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,37,37,2,3,0.16227,0.27425,0.27425,0.58966,0.80031,0.19208,0.04145,0.0076,0.79628,0.02453,74,0.99,0.03,0.2,0.9
0.1,0.2,57,57,3,8,0.1303,0.24473,0.24473,0.54975,0.78192,0.19762,0.08523,0.02046,0.78447,0.05285,114,0.99,0.03,0.2,0.9
0.15,0.25,63,63,3,12,0.15352,0.27116,0.27116,0.53918,0.77528,0.19633,0.112,0.02838,0.73447,0.07019,126,0.99,0.03,0.2,0.9
0.2,0.3,72,72,3,17,0.17911,0.2964,0.2964,0.53269,0.79227,0.18093,0.12175,0.0268,0.69913,0.07427,144,0.99,0.03,0.2,0.9
0.25,0.35,74,74,3,21,0.19716,0.30747,0.30747,0.53062,0.7855,0.18804,0.12021,0.02645,0.68262,0.07333,148,0.99,0.03,0.2,0.9
0.3,0.4,88,88,4,29,0.18977,0.27862,0.27862,0.52602,0.78376,0.19961,0.09257,0.01661,0.71765,0.05459,176,0.99,0.03,0.2,0.9
0.35,0.45,90,90,4,35,0.16932,0.27646,0.27646,0.52541,0.77034,0.19992,0.12288,0.02972,0.70779,0.0763,180,0.99,0.03,0.2,0.9
0.4,0.5,92,92,4,40,0.18468,0.28427,0.28427,0.52577,0.77785,0.19778,0.11456,0.02436,0.70075,0.06946,184,0.99,0.03,0.2,0.9
0.45,0.55,99,99,4,48,0.18495,0.29076,0.29076,0.52391,0.79565,0.1802,0.12364,0.02414,0.69139,0.07389,198,0.99,0.03,0.2,0.9
0.5,0.6,92,92,4,49,0.19395,0.28604,0.28604,0.52342,0.78124,0.19778,0.10902,0.02097,0.69702,0.06499,184,0.99,0.03,0.2,0.9
0.55,0.65,90,90,4,53,0.17592,0.27622,0.27622,0.52644,0.77213,0.19992,0.12414,0.02793,0.69993,0.07604,180,0.99,0.03,0.2,0.9
0.6,0.7,88,88,4,56,0.18119,0.27286,0.27286,0.5288,0.77799,0.19961,0.11395,0.02239,0.70485,0.06817,176,0.99,0.03,0.2,0.9
0.65,0.75,83,83,3,57,0.1987,0.31216,0.31216,0.53186,0.8128,0.16136,0.14338,0.02582,0.65792,0.0846,166,0.99,0.03,0.2,0.9
0.7,0.8,80,80,3,59,0.19184,0.30222,0.30222,0.5322,0.82162,0.15577,0.14123,0.0226,0.66692,0.08191,160,0.99,0.03,0.2,0.9
0.05,0.2,23,23,2,3,0.07743,0.2007,0.23714,0.59198,0.78718,0.18413,0.06621,0.02869,0.85637,0.04745,46,0.99,0.03,0.2,0.9
0.1,0.25,25,25,2,4,0.15446,0.25099,0.27665,0.57249,0.78567,0.19514,0.08052,0.01919,0.76502,0.04985,50,0.99,0.03,0.2,0.9
0.15,0.3,29,29,2,6,0.1794,0.27646,0.30245,0.55782,0.79563,0.18022,0.10937,0.02415,0.71123,0.06676,58,0.99,0.03,0.2,0.9
0.2,0.35,39,39,3,10,0.14982,0.23151,0.25259,0.54796,0.78845,0.19383,0.08892,0.01772,0.76125,0.05332,78,0.99,0.03,0.2,0.9
0.25,0.4,40,40,3,12,0.17309,0.24733,0.26556,0.53989,0.78643,0.19816,0.08582,0.0154,0.7411,0.05061,80,0.99,0.03,0.2,0.9
0.3,0.45,41,41,3,14,0.19619,0.2615,0.27632,0.54025,0.78902,0.19923,0.07709,0.01174,0.72672,0.04442,82,0.99,0.03,0.2,0.9
0.35,0.5,42,42,3,17,0.17817,0.2557,0.27582,0.54083,0.78108,0.19767,0.10552,0.02124,0.71631,0.06338,84,0.99,0.03,0.2,0.9
0.4,0.55,44,44,3,20,0.1814,0.26076,0.28118,0.5392,0.79101,0.18773,0.1119,0.02126,0.7067,0.06658,88,0.99,0.03,0.2,0.9
0.45,0.6,43,43,3,22,0.17084,0.25229,0.27482,0.53904,0.77917,0.1938,0.12323,0.02702,0.70593,0.07513,86,0.99,0.03,0.2,0.9
0.5,0.65,42,42,3,23,0.19825,0.26415,0.27894,0.53871,0.78732,0.19767,0.09457,0.015,0.70717,0.05479,84,0.99,0.03,0.2,0.9
0.55,0.7,43,43,3,26,0.18416,0.25704,0.27425,0.54225,0.79571,0.18625,0.10991,0.01804,0.70593,0.06397,86,0.99,0.03,0.2,0.9
0.6,0.75,40,40,3,26,0.19148,0.25243,0.26451,0.54359,0.78882,0.19816,0.09274,0.01302,0.71577,0.05288,80,0.99,0.03,0.2,0.9
0.65,0.8,39,39,3,28,0.15525,0.22728,0.24484,0.54876,0.784,0.19383,0.12117,0.02216,0.72358,0.07166,78,0.99,0.03,0.2,0.9
0.7,0.85,30,30,2,23,0.19622,0.27584,0.29692,0.56102,0.80457,0.17199,0.13994,0.02344,0.66384,0.08169,60,0.99,0.03,0.2,0.9
0.05,0.25,16,16,1,2,0.15997,0.3183,0.38479,0.98437,0.90057,0.07591,0.16313,0.02353,0.67691,0.09333,32,0.99,0.03,0.2,0.9
0.1,0.3,17,17,2,3,0.14164,0.21508,0.25388,0.59411,0.79183,0.19848,0.0467,0.00969,0.81166,0.02819,34,0.99,0.03,0.2,0.9
0.15,0.35,19,19,2,4,0.18531,0.24956,0.28125,0.57538,0.80433,0.18667,0.05927,0.009,0.75541,0.03414,38,0.99,0.03,0.2,0.9
0.2,0.4,21,21,2,6,0.16141,0.24218,0.28904,0.56149,0.79808,0.175,0.11859,0.02692,0.72,0.07275,42,0.99,0.03,0.2,0.9
0.25,0.45,21,21,2,7,0.17713,0.25178,0.29523,0.55925,0.78796,0.18513,0.11868,0.02691,0.70418,0.0728,42,0.99,0.03,0.2,0.9
0.3,0.5,27,27,2,10,0.19357,0.27716,0.322,0.54931,0.84591,0.13444,0.13427,0.01964,0.67216,0.07696,54,0.99,0.03,0.2,0.9
0.35,0.55,23,23,2,10,0.18447,0.25978,0.30528,0.55306,0.79629,0.17384,0.13698,0.02987,0.67855,0.08343,46,0.99,0.03,0.2,0.9
0.4,0.6,27,27,2,13,0.18396,0.26761,0.31774,0.55228,0.83354,0.13959,0.15462,0.02687,0.66141,0.09074,54,0.99,0.03,0.2,0.9
0.45,0.65,28,28,3,15,0.14759,0.2068,0.23794,0.55117,0.78385,0.19701,0.10352,0.01913,0.74889,0.06132,56,0.99,0.03,0.2,0.9
0.5,0.7,24,24,2,14,0.19192,0.26447,0.30691,0.55437,0.81506,0.16015,0.14081,0.02479,0.66727,0.0828,48,0.99,0.03,0.2,0.9
0.55,0.75,22,22,2,14,0.19162,0.2581,0.29615,0.56044,0.80251,0.17374,0.13333,0.02376,0.67505,0.07854,44,0.99,0.03,0.2,0.9
0.6,0.8,20,20,2,14,0.17453,0.23832,0.27672,0.56729,0.78402,0.18743,0.13979,0.02855,0.68568,0.08417,40,0.99,0.03,0.2,0.9
0.65,0.85,19,19,2,14,0.19199,0.24595,0.27082,0.57638,0.79825,0.18667,0.11299,0.01508,0.69503,0.06403,38,0.99,0.03,0.2,0.9
0.7,0.9,18,18,2,14,0.19972,0.2434,0.25502,0.58744,0.81173,0.18141,0.09265,0.00686,0.70763,0.04976,36,0.99,0.03,0.2,0.9
0.05,0.3,13,13,1,2,0.11987,0.27164,0.37786,0.98724,0.91141,0.06088,0.1803,0.02771,0.69983,0.10401,26,0.99,0.03,0.2,0.9
0.1,0.35,13,13,2,3,0.09222,0.1645,0.22995,0.59687,0.78611,0.19264,0.06222,0.02125,0.84556,0.04174,26,0.99,0.03,0.2,0.9
0.15,0.4,14,14,2,3,0.17909,0.22583,0.26036,0.57917,0.80932,0.18742,0.02993,0.00326,0.79098,0.01659,28,0.99,0.03,0.2,0.9
0.2,0.45,14,14,2,4,0.17632,0.22768,0.26671,0.57985,0.79056,0.19967,0.06051,0.00977,0.76317,0.03514,28,0.99,0.03,0.2,0.9
0.25,0.5,15,15,2,5,0.18915,0.24046,0.27879,0.57327,0.80019,0.18882,0.07331,0.01099,0.73755,0.04215,30,0.99,0.03,0.2,0.9
