
TDR_alpha20_1s_3by2_alphaonly_eta99_gam12_ic35_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.3,0.5,23,23,-7,1,9,0.19413,0.30574,0.38585,0.55806,0.8428,0.05221,0.2769,0.10499,0.035,0.2419,0.05216,0.05283,0.52897,0.19094,46,0.99,0.12,0.35,0.9
0.35,0.55,24,24,-7,1,11,0.1608,0.2719,0.36466,0.55415,0.82242,0.05874,0.3016,0.11884,0.02252,0.27908,0.04343,0.0754,0.53759,0.21022,48,0.99,0.12,0.35,0.9
0.4,0.6,26,26,-8,1,13,0.17317,0.28647,0.37721,0.55188,0.84722,0.04799,0.2968,0.10479,0.02618,0.27062,0.04459,0.0602,0.53004,0.20079,52,0.99,0.12,0.35,0.9
0.45,0.65,27,27,-8,1,15,0.15975,0.27326,0.36986,0.55017,0.8488,0.04596,0.30769,0.10523,0.02175,0.28594,0.04056,0.06467,0.53257,0.20646,54,0.99,0.12,0.35,0.9
0.5,0.7,23,23,-7,1,14,0.17498,0.27904,0.36644,0.55827,0.82973,0.05416,0.29396,0.11611,0.02745,0.26651,0.05021,0.0659,0.53105,0.20503,46,0.99,0.12,0.35,0.9
0.55,0.75,23,23,-7,1,15,0.18783,0.29195,0.37546,0.56092,0.85056,0.04481,0.28584,0.10462,0.03247,0.25337,0.05311,0.05151,0.52633,0.19523,46,0.99,0.12,0.35,0.9
0.6,0.8,21,21,-6,1,15,0.17263,0.27297,0.35953,0.56751,0.83909,0.04849,0.29249,0.11242,0.02761,0.26488,0.0524,0.06002,0.53487,0.20246,42,0.99,0.12,0.35,0.9
0.65,0.85,21,21,-6,1,16,0.17273,0.27512,0.36226,0.57235,0.86655,0.03639,0.29119,0.09706,0.02815,0.26304,0.05072,0.04634,0.53608,0.19412,42,0.99,0.12,0.35,0.9
0.7,0.9,17,17,-5,1,14,0.17194,0.2654,0.34647,0.59114,0.85782,0.03766,0.28371,0.10451,0.02997,0.25374,0.05954,0.04498,0.54435,0.19411,34,0.99,0.12,0.35,0.9
0.05,0.3,9,9,-4,1,2,0.06667,0.18396,0.3151,0.99112,0.78265,0.09791,0.19269,0.11944,0.00454,0.18815,0.02134,0.0981,0.74063,0.15607,18,0.99,0.12,0.35,0.9
0.1,0.35,12,12,-4,1,3,0.10086,0.21197,0.33989,0.59806,0.82003,0.06919,0.26802,0.11078,0.01001,0.25801,0.02867,0.08211,0.63112,0.1894,24,0.99,0.12,0.35,0.9
0.15,0.4,14,14,-5,1,4,0.13013,0.23722,0.35776,0.57917,0.84057,0.0575,0.27954,0.10193,0.01637,0.26317,0.03511,0.06682,0.59033,0.19073,28,0.99,0.12,0.35,0.9
0.2,0.45,15,15,-5,1,5,0.1444,0.24566,0.36232,0.57022,0.84044,0.05568,0.28421,0.10388,0.01982,0.26439,0.03914,0.06474,0.57139,0.19405,30,0.99,0.12,0.35,0.9
0.25,0.5,16,16,-6,1,6,0.16402,0.26228,0.3725,0.56556,0.85103,0.05001,0.28036,0.09896,0.02563,0.25473,0.04391,0.05505,0.55562,0.18966,32,0.99,0.12,0.35,0.9
0.3,0.55,16,16,-6,1,7,0.15348,0.24621,0.36058,0.56948,0.83287,0.05603,0.29177,0.1111,0.02183,0.26994,0.04302,0.06808,0.55475,0.20143,32,0.99,0.12,0.35,0.9
0.35,0.6,17,17,-6,1,8,0.18145,0.2743,0.37902,0.5671,0.85931,0.0443,0.27855,0.09639,0.0313,0.24725,0.04878,0.04761,0.54,0.18747,34,0.99,0.12,0.35,0.9
0.4,0.65,15,15,-6,1,8,0.18123,0.26588,0.3667,0.5677,0.83146,0.05561,0.27687,0.11294,0.03187,0.245,0.05531,0.05763,0.5419,0.19491,30,0.99,0.12,0.35,0.9
0.45,0.7,17,17,-6,1,10,0.15987,0.24831,0.36194,0.56776,0.85047,0.04576,0.29539,0.10378,0.02353,0.27186,0.04489,0.05889,0.54474,0.19958,34,0.99,0.12,0.35,0.9
0.5,0.75,14,14,-5,1,9,0.17991,0.25938,0.35822,0.57511,0.82931,0.05434,0.27742,0.11635,0.03205,0.24536,0.05901,0.05734,0.54267,0.19688,28,0.99,0.12,0.35,0.9
0.55,0.8,16,16,-6,1,11,0.16989,0.25525,0.36319,0.57554,0.86908,0.03663,0.28748,0.09429,0.02771,0.25977,0.04923,0.04506,0.54263,0.19089,32,0.99,0.12,0.35,0.9
0.6,0.85,15,15,-5,1,11,0.18338,0.26658,0.36658,0.58082,0.88442,0.02907,0.27675,0.08651,0.0339,0.24285,0.05388,0.03264,0.53987,0.18163,30,0.99,0.12,0.35,0.9
0.65,0.9,11,11,-4,1,9,0.16898,0.23935,0.33185,0.60968,0.84181,0.04315,0.27379,0.11504,0.03114,0.24265,0.06863,0.04642,0.55722,0.19442,22,0.99,0.12,0.35,0.9
0.7,0.95,9,9,-4,1,8,0.16387,0.22705,0.30961,0.64855,0.84484,0.0353,0.2665,0.11986,0.03214,0.23437,0.08395,0.03591,0.56963,0.19318,18,0.99,0.12,0.35,0.9
