
TDR_alpha10_1s_2by2_alphamax30_eta99_gam8_ic30_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,58,58,2,6,0.06056,0.28234,0.28234,0.09641,0.85474,0.08524,0.19598,0.06001,0.74346,0.12799,116,0.99,0.08,0.3,0.3
0.1,0.2,90,90,3,14,0.0551,0.25602,0.25602,0.08715,0.85145,0.08432,0.21097,0.06423,0.73393,0.1376,180,0.99,0.08,0.3,0.3
0.15,0.25,116,116,3,24,0.05502,0.27406,0.27406,0.08806,0.85834,0.06581,0.26747,0.07584,0.67751,0.17166,232,0.99,0.08,0.3,0.3
0.2,0.3,136,136,4,35,0.05477,0.25313,0.25313,0.0864,0.85074,0.07721,0.24289,0.07204,0.70232,0.15746,272,0.99,0.08,0.3,0.3
0.25,0.35,147,147,4,45,0.06373,0.26622,0.26622,0.09846,0.85426,0.07588,0.25485,0.06984,0.6814,0.16235,294,0.99,0.08,0.3,0.3
0.7,0.8,134,134,4,102,0.06225,0.24137,0.24137,0.0949,0.85096,0.07982,0.25812,0.06921,0.67961,0.16367,268,0.99,0.08,0.3,0.3
0.05,0.2,36,36,2,5,0.02965,0.1878,0.25397,0.05379,0.85403,0.07276,0.17067,0.07322,0.79968,0.12194,72,0.99,0.08,0.3,0.3
0.1,0.25,48,48,2,9,0.04283,0.20445,0.27948,0.07261,0.86337,0.0579,0.26003,0.07872,0.69714,0.16938,96,0.99,0.08,0.3,0.3
0.15,0.3,59,59,3,14,0.04509,0.18162,0.24286,0.07344,0.85575,0.07703,0.21357,0.06722,0.74134,0.14039,118,0.99,0.08,0.3,0.3
0.2,0.35,63,63,3,18,0.0576,0.19596,0.25677,0.09032,0.85375,0.07983,0.23079,0.06642,0.71161,0.14861,126,0.99,0.08,0.3,0.3
0.25,0.4,71,71,3,24,0.05457,0.19433,0.2617,0.08677,0.85589,0.06983,0.25927,0.07427,0.68616,0.16677,142,0.99,0.08,0.3,0.3
0.3,0.45,75,75,3,29,0.06056,0.20226,0.2698,0.0948,0.86104,0.06804,0.26738,0.07091,0.67205,0.16914,150,0.99,0.08,0.3,0.3
0.35,0.5,78,78,4,34,0.06122,0.18455,0.23807,0.09324,0.85067,0.08992,0.2172,0.05939,0.72157,0.13829,156,0.99,0.08,0.3,0.3
0.4,0.55,80,80,4,39,0.05994,0.18256,0.23786,0.09172,0.85037,0.08717,0.22619,0.06245,0.71385,0.14432,160,0.99,0.08,0.3,0.3
0.45,0.6,80,80,4,43,0.06186,0.18332,0.23786,0.09402,0.85224,0.08717,0.22724,0.06058,0.71089,0.14391,160,0.99,0.08,0.3,0.3
0.5,0.65,76,76,3,45,0.06094,0.19226,0.26052,0.09485,0.85074,0.07026,0.28166,0.07899,0.65739,0.18033,152,0.99,0.08,0.3,0.3
0.55,0.7,75,75,3,48,0.06477,0.19696,0.26312,0.09953,0.86363,0.06804,0.27608,0.06832,0.65914,0.1722,150,0.99,0.08,0.3,0.3
0.6,0.75,72,72,3,50,0.05674,0.18152,0.24835,0.08861,0.85791,0.06763,0.27863,0.07445,0.66462,0.17654,144,0.99,0.08,0.3,0.3
0.65,0.8,66,66,3,49,0.06305,0.18514,0.24558,0.09607,0.86754,0.07179,0.26107,0.06067,0.67587,0.16087,132,0.99,0.08,0.3,0.3
0.7,0.85,58,58,3,46,0.0656,0.17887,0.23142,0.09802,0.86844,0.08021,0.24055,0.05135,0.69384,0.14595,116,0.99,0.08,0.3,0.3
0.05,0.25,24,24,2,4,0.02687,0.14378,0.24242,0.04961,0.86322,0.07809,0.12212,0.05869,0.85101,0.0904,48,0.99,0.08,0.3,0.3
0.1,0.3,28,28,2,6,0.04895,0.16585,0.26637,0.08059,0.86014,0.07714,0.19891,0.06271,0.75214,0.13081,56,0.99,0.08,0.3,0.3
0.15,0.35,34,34,2,9,0.05321,0.16964,0.28062,0.0865,0.86854,0.06341,0.25054,0.06804,0.69625,0.15929,68,0.99,0.08,0.3,0.3
