
TDR_alpha10_1s_2by2_alphamax30_eta99_gam11_ic5_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,84,84,4,8,0.04019,0.17815,0.17815,0.06141,0.88722,0.09827,0.06505,0.0145,0.89477,0.03977,168,0.99,0.11,0.05,0.3
0.1,0.2,127,127,6,18,0.05127,0.16281,0.16281,0.0727,0.89052,0.09995,0.07296,0.00952,0.87576,0.04124,254,0.99,0.11,0.05,0.3
0.05,0.2,42,42,3,5,0.04105,0.16276,0.19793,0.06435,0.8886,0.09577,0.05961,0.01562,0.89934,0.03761,84,0.99,0.11,0.05,0.3
0.1,0.25,58,58,4,9,0.07269,0.16983,0.19292,0.09838,0.89721,0.0964,0.06487,0.00638,0.86244,0.03562,116,0.99,0.11,0.05,0.3
0.15,0.3,76,76,5,16,0.0635,0.16264,0.18626,0.08873,0.90464,0.08627,0.08908,0.00908,0.84742,0.04908,152,0.99,0.11,0.05,0.3
0.2,0.35,86,86,6,22,0.07248,0.15383,0.17083,0.09606,0.89424,0.09996,0.07434,0.00578,0.85317,0.04006,172,0.99,0.11,0.05,0.3
0.25,0.4,99,99,7,31,0.05769,0.13927,0.15763,0.07967,0.89155,0.09983,0.08513,0.0086,0.85717,0.04687,198,0.99,0.11,0.05,0.3
0.3,0.45,111,111,8,40,0.05884,0.13186,0.14614,0.07946,0.8942,0.09982,0.07704,0.00596,0.8641,0.0415,222,0.99,0.11,0.05,0.3
0.35,0.5,113,113,8,46,0.06925,0.14108,0.15358,0.09109,0.89563,0.09943,0.07847,0.00492,0.85226,0.0417,226,0.99,0.11,0.05,0.3
0.4,0.55,114,114,8,52,0.07439,0.14553,0.15703,0.09683,0.89613,0.09923,0.08089,0.00462,0.8447,0.04276,228,0.99,0.11,0.05,0.3
0.45,0.6,114,114,8,58,0.07178,0.14437,0.15635,0.09443,0.89534,0.09923,0.08725,0.00541,0.84095,0.04633,228,0.99,0.11,0.05,0.3
0.5,0.65,113,113,8,63,0.07453,0.14333,0.15324,0.09679,0.89607,0.09943,0.08466,0.00448,0.8408,0.04457,226,0.99,0.11,0.05,0.3
