
TDR_alpha20_1s_3by2_alphaonly_eta99_gam15_ic20_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,27,27,-5,1,3,0.13287,0.33953,0.33953,0.59106,0.7513,0.11032,0.25421,0.13839,0.01762,0.23659,0.04125,0.09714,0.61292,0.1963,54,0.99,0.15,0.2,0.9
0.1,0.2,41,41,-7,2,6,0.16083,0.29466,0.29466,0.55308,0.75103,0.10274,0.18895,0.14623,0.0619,0.12705,0.10471,0.04153,0.65022,0.16759,82,0.99,0.15,0.2,0.9
0.15,0.25,50,50,-8,2,10,0.16216,0.30996,0.30996,0.54466,0.75028,0.10226,0.2209,0.14745,0.04672,0.17418,0.086,0.06145,0.61693,0.18418,100,0.99,0.15,0.2,0.9
0.2,0.3,57,57,-10,2,14,0.18439,0.32886,0.32886,0.53731,0.76322,0.09157,0.23167,0.1452,0.0537,0.17797,0.08824,0.05696,0.58393,0.18844,114,0.99,0.15,0.2,0.9
0.25,0.35,64,64,-11,2,19,0.18385,0.33457,0.33457,0.53038,0.76564,0.08946,0.24365,0.1449,0.0479,0.19575,0.08117,0.06372,0.57249,0.19427,128,0.99,0.15,0.2,0.9
0.3,0.4,69,69,-12,2,24,0.18377,0.33748,0.33748,0.53141,0.76563,0.08857,0.2513,0.14579,0.04484,0.20645,0.07756,0.06823,0.56493,0.19854,138,0.99,0.15,0.2,0.9
0.35,0.45,71,71,-12,2,28,0.19995,0.34674,0.34674,0.53063,0.77218,0.08364,0.24869,0.14417,0.05272,0.19597,0.08372,0.06044,0.55135,0.19643,142,0.99,0.15,0.2,0.9
0.4,0.5,81,81,-13,2,36,0.19369,0.35174,0.35174,0.52651,0.79246,0.07312,0.25747,0.13441,0.0462,0.21128,0.07432,0.06009,0.54882,0.19594,162,0.99,0.15,0.2,0.9
0.45,0.55,81,81,-13,2,40,0.19864,0.35343,0.35343,0.52683,0.79337,0.07189,0.25647,0.13473,0.0487,0.20777,0.07678,0.05795,0.54488,0.1956,162,0.99,0.15,0.2,0.9
0.5,0.6,85,85,-13,3,46,0.18993,0.31588,0.31588,0.52664,0.78275,0.07116,0.22857,0.14608,0.06776,0.16081,0.10502,0.04106,0.58149,0.18732,170,0.99,0.15,0.2,0.9
0.55,0.65,82,82,-13,2,49,0.18445,0.34552,0.34552,0.52661,0.79511,0.07034,0.26386,0.13454,0.04134,0.22252,0.0712,0.06334,0.55168,0.1992,164,0.99,0.15,0.2,0.9
0.6,0.7,68,68,-12,2,44,0.19971,0.34005,0.34005,0.53379,0.77172,0.08007,0.25064,0.1482,0.05387,0.19677,0.0888,0.0594,0.54964,0.19942,136,0.99,0.15,0.2,0.9
0.65,0.75,66,66,-11,2,46,0.19841,0.33725,0.33725,0.53655,0.78064,0.07421,0.24889,0.14515,0.05515,0.19375,0.0905,0.05465,0.55269,0.19702,132,0.99,0.15,0.2,0.9
0.7,0.8,71,71,-11,2,53,0.18777,0.33765,0.33765,0.53709,0.81613,0.05681,0.25304,0.12705,0.04908,0.20397,0.08022,0.04683,0.55918,0.19005,142,0.99,0.15,0.2,0.9
