
TDR_alpha10_2s_3by2_alphamax30_eta99_gam14_ic25_confidence30.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,30,30,-7,2,6,0.06302,0.28086,0.28086,0.09858,0.85255,0.03199,0.13829,0.06696,0.00962,0.12867,0.02889,0.03807,0.24421,0.10263,0.55447,0.04848,86.7319385330219,60,120,0.99,0.14,0.25,0.3
0.1,0.2,44,44,-4,5,45,45,-12,0,14,0.05414,0.35847,0.35847,0.09105,0.85343,0.01091,0.27772,0.08845,0.00095,0.27677,0.00364,0.08481,0.11431,0.18309,0.55382,0.04721,128.155962317878,88,178,0.99,0.14,0.25,0.3
0.15,0.25,50,50,-5,8,61,61,-16,0,23,0.05886,0.35111,0.35111,0.09697,0.85192,0.01217,0.27927,0.08744,0.00129,0.27798,0.00468,0.08275,0.1364,0.18335,0.52547,0.04847,157.893009099056,100,222,0.99,0.14,0.25,0.3
0.2,0.3,53,53,-7,11,79,79,-19,0,34,0.0584,0.345,0.345,0.09589,0.85034,0.01287,0.28221,0.08718,0.00143,0.28078,0.00529,0.0819,0.15667,0.1847,0.50271,0.0496,184.572123054162,106,264,0.99,0.14,0.25,0.3
0.25,0.35,62,62,-7,16,88,88,-22,2,46,0.05961,0.30407,0.30407,0.0954,0.85052,0.02006,0.22405,0.08077,0.00346,0.22059,0.01296,0.06781,0.20189,0.15241,0.51443,0.04863,209.459631782863,124,300,0.99,0.14,0.25,0.3
0.65,0.75,56,56,-8,37,93,93,-24,0,106,0.06071,0.32477,0.32477,0.09785,0.85219,0.01252,0.27154,0.08596,0.00163,0.26991,0.00634,0.07963,0.16062,0.17875,0.50712,0.04932,203.676603678587,112,298,0.99,0.14,0.25,0.3
0.7,0.8,52,52,-5,37,82,82,-22,2,102,0.06199,0.28302,0.28302,0.09722,0.85083,0.01893,0.22061,0.08094,0.00383,0.21678,0.01531,0.06563,0.20202,0.15077,0.51537,0.04929,183.479999751361,104,268,0.99,0.14,0.25,0.3
0.05,0.2,22,22,-3,2,7,7,-5,0,4,0.05271,0.28917,0.40437,0.0931,0.85085,0.00782,0.21808,0.09282,0.00052,0.21755,0.00224,0.09058,0.03019,0.15545,0.69903,0.04851,48.2136155824588,44,58,0.99,0.14,0.25,0.3
0.1,0.25,23,23,-4,3,20,20,-8,0,8,0.05599,0.26416,0.37818,0.09487,0.85568,0.01008,0.26241,0.0843,0.00091,0.2615,0.00341,0.08089,0.08824,0.17336,0.59336,0.04994,62.265678530671,46,86,0.99,0.14,0.25,0.3
0.15,0.3,24,24,-3,4,31,31,-11,1,13,0.05405,0.2281,0.31985,0.0893,0.85182,0.01679,0.24653,0.08146,0.00197,0.24456,0.00773,0.07372,0.17915,0.16399,0.52027,0.04992,77.7432191208771,48,110,0.99,0.14,0.25,0.3
0.2,0.35,28,28,-4,6,35,35,-13,2,18,0.0573,0.21235,0.28928,0.09185,0.85137,0.02446,0.20622,0.08053,0.00429,0.20193,0.01661,0.06393,0.22638,0.14338,0.5101,0.04364,90.292994926291,56,126,0.99,0.14,0.25,0.3
0.25,0.4,30,30,-4,8,38,38,-15,0,23,0.05936,0.23655,0.34416,0.09728,0.85295,0.01133,0.28027,0.08637,0.00122,0.27905,0.0045,0.08188,0.13428,0.18332,0.52608,0.04934,96.0176134173233,60,136,0.99,0.14,0.25,0.3
0.3,0.45,32,32,-4,10,40,40,-16,0,28,0.06145,0.23465,0.34067,0.0999,0.85332,0.01174,0.28647,0.08841,0.0013,0.28517,0.00478,0.08362,0.14074,0.18744,0.51133,0.04652,103.093650686288,64,144,0.99,0.14,0.25,0.3
0.35,0.5,30,30,-7,11,48,48,-17,2,34,0.06188,0.21382,0.29537,0.09776,0.85303,0.02095,0.21061,0.07624,0.00452,0.2061,0.01648,0.05976,0.21886,0.14343,0.50865,0.04978,107.170047887673,60,156,0.99,0.14,0.25,0.3
0.4,0.55,34,34,-4,14,48,48,-18,2,40,0.05827,0.20668,0.28869,0.0927,0.85733,0.01881,0.22325,0.07774,0.00346,0.21979,0.01352,0.06422,0.20768,0.15049,0.51079,0.04611,114.964072644513,68,164,0.99,0.14,0.25,0.3
