
TDR_alpha20_1s_3by2_alphaonly_eta99_gam18_ic15_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,33,33,-5,2,3,0.13988,0.25952,0.25952,0.5901,0.75934,0.09488,0.13682,0.14578,0.08729,0.04953,0.1316,0.01418,0.7233,0.1413,66,0.99,0.18,0.15,0.9
0.1,0.2,58,58,-8,3,9,0.08976,0.23123,0.23123,0.54982,0.75707,0.1032,0.15952,0.13973,0.03171,0.1278,0.08916,0.05057,0.75073,0.14962,116,0.99,0.18,0.15,0.9
0.15,0.25,85,85,-11,5,17,0.08029,0.18195,0.18195,0.53468,0.75251,0.08693,0.13445,0.16055,0.04856,0.08588,0.13249,0.02806,0.78525,0.1475,170,0.99,0.18,0.15,0.9
0.05,0.2,16,16,-4,1,2,0.15997,0.3183,0.35986,0.98437,0.80723,0.0912,0.19239,0.10157,0.02926,0.16313,0.05202,0.04955,0.64765,0.14698,32,0.99,0.18,0.15,0.9
0.1,0.25,23,23,-6,2,4,0.13285,0.23297,0.2626,0.57335,0.75007,0.10598,0.15226,0.14395,0.05988,0.09239,0.11296,0.03099,0.71489,0.14811,46,0.99,0.18,0.15,0.9
0.15,0.3,35,35,-7,3,8,0.09777,0.19017,0.21943,0.55168,0.75353,0.09723,0.14786,0.14925,0.04603,0.10182,0.11382,0.03543,0.75437,0.14855,70,0.99,0.18,0.15,0.9
0.2,0.35,46,46,-9,4,13,0.0771,0.16163,0.18952,0.54058,0.75238,0.09402,0.14026,0.15359,0.03729,0.10297,0.11572,0.03787,0.78264,0.14693,92,0.99,0.18,0.15,0.9
0.25,0.4,55,55,-10,5,18,0.07534,0.14726,0.16861,0.53743,0.75458,0.0803,0.13272,0.16512,0.04755,0.08517,0.13882,0.0263,0.79194,0.14892,110,0.99,0.18,0.15,0.9
0.3,0.45,60,60,-11,5,23,0.07104,0.15246,0.17945,0.5305,0.76633,0.08221,0.14686,0.15146,0.03306,0.1138,0.11266,0.0388,0.78209,0.14916,120,0.99,0.18,0.15,0.9
0.35,0.5,66,66,-12,5,28,0.08696,0.17295,0.19823,0.52884,0.80371,0.0593,0.1605,0.13698,0.04174,0.11876,0.10864,0.02834,0.75253,0.14874,132,0.99,0.18,0.15,0.9
0.4,0.55,70,70,-12,6,34,0.06083,0.13445,0.15861,0.52716,0.76676,0.07754,0.14029,0.15569,0.0298,0.11049,0.11819,0.0375,0.79886,0.14799,140,0.99,0.18,0.15,0.9
0.45,0.6,71,71,-12,6,38,0.06263,0.1363,0.16002,0.53067,0.77326,0.07265,0.14458,0.15408,0.03043,0.11415,0.11779,0.03629,0.79279,0.14933,142,0.99,0.18,0.15,0.9
0.5,0.65,70,70,-12,3,38,0.19461,0.30218,0.32369,0.52805,0.90766,0.01542,0.22234,0.07691,0.08057,0.14177,0.06823,0.00867,0.58305,0.14962,140,0.99,0.18,0.15,0.9
0.55,0.7,69,69,-12,4,42,0.13544,0.23312,0.25559,0.53252,0.87424,0.02545,0.19934,0.1003,0.06009,0.13925,0.08616,0.01414,0.66521,0.14982,138,0.99,0.18,0.15,0.9
0.6,0.75,65,65,-11,3,42,0.18593,0.28892,0.30889,0.53198,0.90728,0.01404,0.22061,0.07867,0.07927,0.14134,0.07072,0.00795,0.59345,0.14964,130,0.99,0.18,0.15,0.9
0.65,0.8,61,61,-10,3,43,0.1613,0.26833,0.29161,0.53777,0.90396,0.01589,0.21889,0.08014,0.06262,0.15626,0.06984,0.01031,0.61981,0.14952,122,0.99,0.18,0.15,0.9
0.7,0.85,56,56,-9,3,42,0.1718,0.26225,0.27645,0.54151,0.90752,0.01042,0.21425,0.08205,0.08305,0.1312,0.07658,0.00548,0.61394,0.14815,112,0.99,0.18,0.15,0.9
0.05,0.25,12,12,-4,1,2,0.10632,0.25251,0.34162,0.98821,0.80862,0.08992,0.19645,0.10146,0.01204,0.18441,0.03299,0.06847,0.69723,0.14896,24,0.99,0.18,0.15,0.9
0.1,0.3,16,16,-5,2,3,0.12985,0.2043,0.24571,0.59483,0.76903,0.0858,0.13176,0.14518,0.08089,0.05087,0.1316,0.01357,0.73839,0.13847,32,0.99,0.18,0.15,0.9
0.15,0.35,20,20,-6,2,5,0.12502,0.21435,0.27044,0.56498,0.79112,0.08226,0.17039,0.12662,0.04513,0.12526,0.09068,0.03594,0.70459,0.1485,40,0.99,0.18,0.15,0.9
0.2,0.4,26,26,-7,3,8,0.08936,0.16082,0.20819,0.55508,0.766,0.08789,0.14427,0.1461,0.04192,0.10234,0.11243,0.03367,0.76637,0.14518,52,0.99,0.18,0.15,0.9
0.25,0.45,31,31,-8,3,11,0.09405,0.17517,0.23068,0.55089,0.80591,0.06805,0.17147,0.12604,0.03439,0.13708,0.08858,0.03746,0.73447,0.14876,62,0.99,0.18,0.15,0.9
0.3,0.5,34,34,-8,4,14,0.07332,0.13534,0.17734,0.54407,0.76486,0.08095,0.14046,0.15418,0.03693,0.10353,0.12039,0.03379,0.78621,0.14732,68,0.99,0.18,0.15,0.9
0.35,0.55,37,37,-9,4,17,0.07715,0.14359,0.18873,0.54459,0.79036,0.06813,0.1542,0.1415,0.03463,0.11958,0.1077,0.0338,0.76865,0.14785,74,0.99,0.18,0.15,0.9
0.4,0.6,38,38,-9,4,19,0.0914,0.1571,0.19667,0.54078,0.80718,0.05394,0.16103,0.13887,0.04617,0.11486,0.11443,0.02444,0.74756,0.14995,76,0.99,0.18,0.15,0.9
0.45,0.65,40,40,-9,4,22,0.09074,0.15904,0.20033,0.53887,0.8253,0.04623,0.16749,0.12846,0.04239,0.1251,0.10478,0.02369,0.74176,0.14798,80,0.99,0.18,0.15,0.9
0.5,0.7,39,39,-9,2,22,0.19704,0.2986,0.34927,0.54287,0.92063,0.01415,0.23426,0.06522,0.06414,0.17013,0.05514,0.01008,0.56869,0.14974,78,0.99,0.18,0.15,0.9
0.55,0.75,38,38,-9,3,24,0.13934,0.21931,0.25999,0.54607,0.88206,0.02213,0.20248,0.0958,0.05953,0.14295,0.0831,0.0127,0.65817,0.14914,76,0.99,0.18,0.15,0.9
0.6,0.8,36,36,-8,2,24,0.19426,0.29005,0.33589,0.54894,0.92558,0.01073,0.23217,0.06368,0.06723,0.16494,0.05619,0.00749,0.57357,0.14793,72,0.99,0.18,0.15,0.9
0.65,0.85,32,32,-7,2,23,0.19389,0.28082,0.31972,0.55623,0.92115,0.00956,0.2278,0.06929,0.07455,0.15325,0.06322,0.00607,0.57831,0.14854,64,0.99,0.18,0.15,0.9
0.7,0.9,30,30,-6,3,24,0.10674,0.16883,0.19574,0.56102,0.87035,0.01657,0.18641,0.11308,0.05278,0.13363,0.10382,0.00926,0.70685,0.14975,60,0.99,0.18,0.15,0.9
0.05,0.3,10,10,-4,1,2,0.07959,0.20861,0.3363,0.99014,0.8273,0.07683,0.19523,0.09588,0.00655,0.18868,0.02339,0.07248,0.72518,0.14555,20,0.99,0.18,0.15,0.9
0.1,0.35,12,12,-4,2,3,0.07934,0.14856,0.21732,0.59806,0.75004,0.12056,0.09652,0.12941,0.03152,0.06499,0.09867,0.03074,0.82414,0.11296,24,0.99,0.18,0.15,0.9
0.15,0.4,14,14,-5,2,4,0.10576,0.17632,0.24495,0.57917,0.77918,0.09091,0.144,0.12991,0.04074,0.10326,0.0965,0.0334,0.75024,0.13695,28,0.99,0.18,0.15,0.9
0.2,0.45,16,16,-6,2,5,0.14064,0.21022,0.27118,0.57055,0.81363,0.06201,0.17212,0.12436,0.06111,0.11101,0.10106,0.0233,0.68724,0.14824,32,0.99,0.18,0.15,0.9
0.25,0.5,20,20,-6,3,8,0.07156,0.12676,0.18809,0.55827,0.76162,0.09113,0.13834,0.14724,0.03025,0.1081,0.10679,0.04046,0.79009,0.14279,40,0.99,0.18,0.15,0.9
0.3,0.55,21,21,-7,3,9,0.09716,0.15237,0.20428,0.55818,0.7883,0.06579,0.15282,0.1459,0.05049,0.10233,0.12093,0.02497,0.75002,0.14936,42,0.99,0.18,0.15,0.9
0.35,0.6,23,23,-7,3,11,0.09825,0.15728,0.21419,0.55306,0.81316,0.05521,0.1657,0.13163,0.04424,0.12146,0.10549,0.02614,0.73605,0.14867,46,0.99,0.18,0.15,0.9
0.4,0.65,25,25,-7,4,14,0.0525,0.09478,0.14318,0.55053,0.75038,0.08524,0.12886,0.16437,0.0253,0.10356,0.1242,0.04017,0.81864,0.14662,50,0.99,0.18,0.15,0.9
0.45,0.7,25,25,-7,4,15,0.06147,0.10307,0.14449,0.55305,0.76412,0.06889,0.13292,0.16699,0.03451,0.0984,0.13808,0.02891,0.80561,0.14995,50,0.99,0.18,0.15,0.9
0.5,0.75,24,24,-7,2,14,0.19192,0.26447,0.3164,0.55437,0.90891,0.01376,0.21951,0.07733,0.07869,0.14081,0.06974,0.00759,0.58857,0.14842,48,0.99,0.18,0.15,0.9
0.55,0.8,23,23,-6,2,15,0.16345,0.23854,0.30146,0.56092,0.90567,0.01625,0.22191,0.07808,0.05682,0.16509,0.06697,0.01111,0.61463,0.15,46,0.99,0.18,0.15,0.9
0.6,0.85,22,22,-6,2,15,0.19641,0.26008,0.2979,0.56438,0.91642,0.00763,0.21932,0.07595,0.09339,0.12593,0.07219,0.00376,0.58427,0.14763,44,0.99,0.18,0.15,0.9
0.65,0.9,20,20,-6,2,15,0.17001,0.23308,0.27338,0.57256,0.91476,0.0072,0.2149,0.07804,0.07539,0.13951,0.07399,0.00405,0.61509,0.14647,40,0.99,0.18,0.15,0.9
0.7,0.95,17,17,-5,2,14,0.14042,0.19692,0.2331,0.59114,0.90627,0.00547,0.208,0.08825,0.06149,0.14651,0.08493,0.00333,0.65158,0.14813,34,0.99,0.18,0.15,0.9
