
TDR_alpha20_1s_3by2_alphaonly_eta99_gam13_ic25_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,28,28,-5,1,3,0.14224,0.34892,0.34892,0.59089,0.76932,0.10153,0.25028,0.12914,0.02042,0.22986,0.04359,0.08555,0.60748,0.18971,56,0.99,0.13,0.25,0.9
0.1,0.2,40,40,-7,1,6,0.17723,0.37104,0.37104,0.55228,0.78857,0.08242,0.27681,0.12901,0.02903,0.24778,0.05009,0.07892,0.54596,0.20291,80,0.99,0.13,0.25,0.9
0.15,0.25,55,55,-9,1,11,0.16989,0.37391,0.37391,0.54071,0.80124,0.07081,0.30085,0.12794,0.02413,0.27673,0.04336,0.08458,0.52925,0.2144,110,0.99,0.13,0.25,0.9
0.2,0.3,65,65,-10,1,16,0.18682,0.38611,0.38611,0.53193,0.81494,0.06391,0.29801,0.12114,0.02858,0.26943,0.04644,0.0747,0.51517,0.20957,130,0.99,0.13,0.25,0.9
0.25,0.35,71,71,-11,1,21,0.19268,0.3881,0.3881,0.53241,0.81302,0.06399,0.29857,0.12297,0.02989,0.26868,0.04799,0.07498,0.50874,0.21077,142,0.99,0.13,0.25,0.9
0.3,0.4,78,78,-12,1,27,0.1911,0.38802,0.38802,0.52802,0.81485,0.06221,0.30283,0.12293,0.02876,0.27408,0.04682,0.07611,0.50606,0.21288,156,0.99,0.13,0.25,0.9
0.35,0.45,78,78,-13,1,31,0.19305,0.38479,0.38479,0.52694,0.80387,0.06667,0.30276,0.12946,0.02925,0.27351,0.04866,0.08079,0.50419,0.21611,156,0.99,0.13,0.25,0.9
0.4,0.5,85,85,-13,1,38,0.19039,0.38668,0.38668,0.52396,0.81445,0.06121,0.30641,0.12432,0.02799,0.27842,0.04653,0.0778,0.50319,0.21537,170,0.99,0.13,0.25,0.9
0.45,0.55,86,86,-14,1,43,0.18015,0.3785,0.3785,0.52664,0.80674,0.06327,0.31397,0.12998,0.02465,0.28932,0.04413,0.08585,0.50587,0.22197,172,0.99,0.13,0.25,0.9
0.5,0.6,82,82,-13,1,45,0.19142,0.38261,0.38261,0.52529,0.80669,0.06396,0.3059,0.12934,0.02842,0.27747,0.04844,0.0809,0.50268,0.21762,164,0.99,0.13,0.25,0.9
0.55,0.65,82,82,-13,1,49,0.19578,0.38667,0.38667,0.52661,0.81694,0.05942,0.30296,0.12363,0.03,0.27295,0.04937,0.07426,0.50125,0.21329,164,0.99,0.13,0.25,0.9
0.6,0.7,80,80,-12,1,52,0.18614,0.38017,0.38017,0.52791,0.8163,0.05875,0.30866,0.12494,0.02695,0.28171,0.047,0.07794,0.50518,0.2168,160,0.99,0.13,0.25,0.9
0.65,0.75,70,70,-11,1,49,0.19662,0.38082,0.38082,0.53427,0.81165,0.0611,0.29932,0.12725,0.03124,0.26808,0.05278,0.07447,0.50405,0.21328,140,0.99,0.13,0.25,0.9
0.7,0.8,71,71,-11,2,53,0.18777,0.33765,0.33765,0.53709,0.81613,0.05681,0.25304,0.12705,0.04908,0.20397,0.08022,0.04683,0.55918,0.19005,142,0.99,0.13,0.25,0.9
0.05,0.2,14,14,-4,1,2,0.13338,0.28891,0.33634,0.98628,0.75555,0.12285,0.19484,0.1216,0.0196,0.17524,0.04653,0.07507,0.67178,0.15822,28,0.99,0.13,0.25,0.9
0.1,0.25,22,22,-5,1,4,0.15005,0.30453,0.35743,0.57357,0.79388,0.08252,0.26981,0.1236,0.02186,0.24795,0.0437,0.0799,0.58013,0.19671,44,0.99,0.13,0.25,0.9
0.15,0.3,26,26,-6,1,6,0.16112,0.30808,0.36189,0.56443,0.79174,0.07889,0.28485,0.12937,0.02383,0.26102,0.04565,0.08372,0.55403,0.20711,52,0.99,0.13,0.25,0.9
0.2,0.35,32,32,-8,1,9,0.15422,0.30372,0.36232,0.55095,0.80089,0.07009,0.30379,0.12902,0.02038,0.28341,0.04068,0.08833,0.54199,0.2164,64,0.99,0.13,0.25,0.9
0.25,0.4,34,34,-8,1,11,0.18182,0.32474,0.37784,0.54734,0.81316,0.06535,0.29111,0.12149,0.02872,0.26238,0.04851,0.07298,0.52707,0.2063,68,0.99,0.13,0.25,0.9
0.3,0.45,37,37,-9,1,14,0.16907,0.31266,0.36994,0.54131,0.80691,0.06583,0.30426,0.12725,0.02383,0.28043,0.04427,0.08299,0.52667,0.21576,74,0.99,0.13,0.25,0.9
0.35,0.5,38,38,-9,1,16,0.19317,0.332,0.38416,0.54138,0.82093,0.06032,0.29085,0.11874,0.03187,0.25898,0.05112,0.06762,0.51597,0.2048,76,0.99,0.13,0.25,0.9
0.4,0.55,40,40,-9,1,19,0.18154,0.32224,0.37789,0.53833,0.81954,0.05959,0.30044,0.12087,0.02738,0.27307,0.04731,0.07356,0.51801,0.21066,80,0.99,0.13,0.25,0.9
0.45,0.6,38,38,-9,1,20,0.18703,0.32211,0.37607,0.54071,0.81149,0.06295,0.2966,0.12556,0.02947,0.26713,0.05092,0.07464,0.51637,0.21108,76,0.99,0.13,0.25,0.9
0.5,0.65,42,42,-9,2,24,0.17391,0.28667,0.32577,0.53871,0.80963,0.06231,0.24438,0.12805,0.04647,0.19791,0.07968,0.04837,0.5817,0.18621,84,0.99,0.13,0.25,0.9
0.55,0.7,38,38,-9,1,24,0.17373,0.30967,0.36715,0.54607,0.81569,0.0591,0.30557,0.12521,0.02514,0.28042,0.04737,0.07785,0.5207,0.21539,76,0.99,0.13,0.25,0.9
0.6,0.75,34,34,-8,1,23,0.19829,0.32654,0.37737,0.55003,0.82322,0.05639,0.28729,0.12039,0.03479,0.2525,0.05747,0.06292,0.51442,0.20384,68,0.99,0.13,0.25,0.9
0.65,0.8,33,33,-8,1,24,0.19561,0.3249,0.37623,0.55439,0.83653,0.04978,0.2874,0.11368,0.03433,0.25306,0.05668,0.057,0.51699,0.20054,66,0.99,0.13,0.25,0.9
0.7,0.85,32,32,-7,1,25,0.18193,0.31456,0.36902,0.55997,0.8519,0.04238,0.29362,0.10572,0.02983,0.26379,0.05226,0.05346,0.52445,0.19967,64,0.99,0.13,0.25,0.9
0.05,0.25,11,11,-4,1,2,0.09285,0.23149,0.32476,0.98917,0.77239,0.10901,0.19635,0.11859,0.00904,0.18731,0.03051,0.08809,0.7108,0.15747,22,0.99,0.13,0.25,0.9
0.1,0.3,14,14,-5,1,3,0.13866,0.26333,0.34929,0.59619,0.79627,0.08526,0.25137,0.11847,0.0197,0.23167,0.04289,0.07558,0.60998,0.18492,28,0.99,0.13,0.25,0.9
0.15,0.35,19,19,-6,1,5,0.12911,0.25426,0.35269,0.57538,0.81519,0.06635,0.29493,0.11846,0.01533,0.27961,0.03481,0.08365,0.57595,0.20669,38,0.99,0.13,0.25,0.9
0.2,0.4,19,19,-6,1,6,0.14408,0.25852,0.35133,0.56851,0.79593,0.07434,0.2939,0.12973,0.01898,0.27492,0.04114,0.08859,0.56202,0.21182,38,0.99,0.13,0.25,0.9
0.25,0.45,22,22,-7,1,8,0.14347,0.25833,0.35495,0.5595,0.80942,0.06529,0.30526,0.12528,0.01806,0.28721,0.03882,0.08646,0.55127,0.21527,44,0.99,0.13,0.25,0.9
0.3,0.5,20,20,-7,1,8,0.19256,0.29664,0.37448,0.55715,0.81098,0.06721,0.27403,0.12181,0.03516,0.23887,0.05742,0.06439,0.5334,0.19792,40,0.99,0.13,0.25,0.9
0.35,0.55,20,20,-7,1,9,0.19966,0.29974,0.37534,0.55693,0.80821,0.06749,0.2725,0.1243,0.03796,0.23454,0.06101,0.06328,0.52784,0.1984,40,0.99,0.13,0.25,0.9
0.4,0.6,22,22,-7,1,11,0.19345,0.29667,0.37654,0.5584,0.82298,0.05937,0.28008,0.11765,0.03459,0.24549,0.05631,0.06134,0.52647,0.19886,44,0.99,0.13,0.25,0.9
0.45,0.65,23,23,-7,1,13,0.16092,0.26516,0.35656,0.55616,0.81135,0.06196,0.30295,0.12669,0.02267,0.28028,0.04615,0.08054,0.53614,0.21482,46,0.99,0.13,0.25,0.9
0.5,0.7,23,23,-7,1,14,0.17498,0.27904,0.36644,0.55827,0.82973,0.05416,0.29396,0.11611,0.02745,0.26651,0.05021,0.0659,0.53105,0.20503,46,0.99,0.13,0.25,0.9
0.55,0.75,21,21,-7,1,14,0.17054,0.26974,0.3563,0.56398,0.81774,0.05841,0.29449,0.12384,0.02653,0.26795,0.05235,0.0715,0.53497,0.20917,42,0.99,0.13,0.25,0.9
0.6,0.8,21,21,-6,1,15,0.17263,0.27297,0.35953,0.56751,0.83909,0.04849,0.29249,0.11242,0.02761,0.26488,0.0524,0.06002,0.53487,0.20246,42,0.99,0.13,0.25,0.9
