
TDR_alpha20_1s_2by2_alphamax30_eta99_gam5_ic25_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,37,37,2,3,0.16227,0.27425,0.27425,0.19636,0.80031,0.19208,0.04145,0.0076,0.79628,0.02453,74,0.99,0.05,0.25,0.3
0.1,0.2,55,55,2,8,0.14175,0.3122,0.3122,0.18964,0.81554,0.13916,0.17332,0.0453,0.68493,0.10931,110,0.99,0.05,0.25,0.3
0.15,0.25,63,63,3,12,0.15352,0.27116,0.27116,0.19249,0.77528,0.19633,0.112,0.02838,0.73447,0.07019,126,0.99,0.05,0.25,0.3
0.2,0.3,73,73,3,18,0.14536,0.28443,0.28443,0.18918,0.77601,0.17754,0.15676,0.04644,0.69787,0.1016,146,0.99,0.05,0.25,0.3
0.25,0.35,85,85,4,25,0.1409,0.25691,0.25691,0.17914,0.76539,0.19968,0.12656,0.03492,0.73252,0.08074,170,0.99,0.05,0.25,0.3
0.3,0.4,88,88,4,30,0.15789,0.26889,0.26889,0.19672,0.76874,0.19961,0.12444,0.03164,0.71765,0.07804,176,0.99,0.05,0.25,0.3
0.35,0.45,91,91,4,36,0.14924,0.26941,0.26941,0.19002,0.76109,0.19699,0.144,0.04191,0.70675,0.09296,182,0.99,0.05,0.25,0.3
0.4,0.5,92,92,4,41,0.15294,0.27208,0.27208,0.19409,0.75963,0.19778,0.1463,0.04258,0.70075,0.09444,184,0.99,0.05,0.25,0.3
0.45,0.55,103,103,4,51,0.15084,0.28111,0.28111,0.19366,0.78784,0.17041,0.16121,0.04174,0.68794,0.10147,206,0.99,0.05,0.25,0.3
0.5,0.6,99,99,4,54,0.15291,0.27736,0.27736,0.195,0.77975,0.17898,0.15657,0.04125,0.69051,0.09891,198,0.99,0.05,0.25,0.3
0.55,0.65,90,90,4,54,0.1437,0.26236,0.26236,0.18441,0.75148,0.19992,0.15636,0.04858,0.69993,0.10247,180,0.99,0.05,0.25,0.3
0.6,0.7,88,88,4,57,0.1487,0.26036,0.26036,0.18811,0.75967,0.19961,0.14644,0.0407,0.70485,0.09357,176,0.99,0.05,0.25,0.3
0.65,0.75,85,85,4,59,0.15593,0.25623,0.25623,0.19301,0.76998,0.19968,0.13085,0.03033,0.71321,0.08059,170,0.99,0.05,0.25,0.3
0.7,0.8,80,80,3,60,0.15027,0.28445,0.28445,0.1945,0.79963,0.15577,0.1828,0.04459,0.66692,0.11369,160,0.99,0.05,0.25,0.3
0.05,0.2,22,22,2,3,0.0711,0.1923,0.23003,0.10556,0.76713,0.19841,0.06698,0.03447,0.86192,0.05072,44,0.99,0.05,0.25,0.3
0.1,0.25,28,28,2,5,0.10945,0.23287,0.27184,0.15164,0.78928,0.16486,0.13841,0.04585,0.75214,0.09213,56,0.99,0.05,0.25,0.3
0.15,0.3,36,36,2,8,0.12889,0.26072,0.30274,0.17548,0.82277,0.13089,0.18002,0.04634,0.69109,0.11318,72,0.99,0.05,0.25,0.3
0.2,0.35,39,39,3,11,0.10264,0.20183,0.23559,0.13961,0.75761,0.19383,0.1361,0.04855,0.76125,0.09232,78,0.99,0.05,0.25,0.3
0.25,0.4,40,40,3,13,0.12662,0.22057,0.25052,0.16523,0.76113,0.19816,0.13228,0.0407,0.7411,0.08649,80,0.99,0.05,0.25,0.3
0.3,0.45,43,43,3,16,0.13712,0.2327,0.26278,0.17728,0.77432,0.18625,0.14091,0.03942,0.72197,0.09017,86,0.99,0.05,0.25,0.3
0.35,0.5,42,42,3,18,0.13247,0.22632,0.25806,0.17298,0.75324,0.19767,0.15122,0.04908,0.71631,0.10015,84,0.99,0.05,0.25,0.3
0.4,0.55,44,44,3,21,0.13627,0.23151,0.26355,0.17748,0.76458,0.18773,0.15703,0.04768,0.7067,0.10235,88,0.99,0.05,0.25,0.3
0.45,0.6,44,44,3,23,0.14776,0.23891,0.26782,0.18858,0.7722,0.18773,0.14843,0.04007,0.70379,0.09425,88,0.99,0.05,0.25,0.3
0.5,0.65,42,42,3,24,0.15367,0.23839,0.26422,0.19315,0.7661,0.19767,0.13915,0.03622,0.70717,0.08769,84,0.99,0.05,0.25,0.3
0.55,0.7,42,42,3,26,0.15729,0.23938,0.26304,0.19582,0.77635,0.19261,0.13457,0.03103,0.70813,0.0828,84,0.99,0.05,0.25,0.3
0.6,0.75,40,40,3,27,0.14559,0.22587,0.24963,0.1831,0.76775,0.19816,0.13864,0.03409,0.71577,0.08636,80,0.99,0.05,0.25,0.3
0.65,0.8,39,39,3,28,0.15525,0.22728,0.24484,0.1899,0.784,0.19383,0.12117,0.02216,0.72358,0.07166,78,0.99,0.05,0.25,0.3
0.7,0.85,37,37,3,29,0.121,0.1961,0.21734,0.15477,0.7746,0.19331,0.14179,0.03209,0.7372,0.08694,74,0.99,0.05,0.25,0.3
0.05,0.25,14,14,1,2,0.13338,0.28891,0.36721,0.19056,0.86327,0.09618,0.17524,0.04055,0.69137,0.1079,28,0.99,0.05,0.25,0.3
0.1,0.3,17,17,2,3,0.14164,0.21508,0.25388,0.17575,0.79183,0.19848,0.0467,0.00969,0.81166,0.02819,34,0.99,0.05,0.25,0.3
0.15,0.35,19,19,2,5,0.10967,0.19787,0.25872,0.1508,0.76423,0.18667,0.13492,0.0491,0.75541,0.09201,38,0.99,0.05,0.25,0.3
0.2,0.4,27,27,3,8,0.10172,0.17336,0.21661,0.13409,0.78777,0.18801,0.09452,0.02421,0.80376,0.05936,54,0.99,0.05,0.25,0.3
0.25,0.45,23,23,2,8,0.14781,0.2348,0.29219,0.19295,0.79557,0.16316,0.15636,0.04127,0.69583,0.09881,46,0.99,0.05,0.25,0.3
0.3,0.5,28,28,3,11,0.1254,0.19306,0.23293,0.15986,0.78173,0.19323,0.10731,0.02504,0.76729,0.06618,56,0.99,0.05,0.25,0.3
0.35,0.55,28,28,3,13,0.10269,0.17303,0.2234,0.13809,0.7565,0.19701,0.13909,0.04648,0.75822,0.09278,56,0.99,0.05,0.25,0.3
