
TDR_alpha20_1s_3by2_alphamax30_eta99_gam10_ic15_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,46,46,-6,2,4,0.13694,0.29027,0.29027,0.54395,0.84861,0.0537,0.1531,0.09769,0.05995,0.09315,0.08069,0.017,0.70995,0.1254,92,0.99,0.1,0.15,0.3
0.1,0.2,76,76,-9,3,11,0.10195,0.26512,0.26512,0.50728,0.84841,0.05265,0.17926,0.09894,0.03312,0.14614,0.06736,0.03158,0.71879,0.1391,152,0.99,0.1,0.15,0.3
0.15,0.25,96,96,-11,3,18,0.14078,0.30677,0.30677,0.48071,0.87851,0.0354,0.21023,0.08608,0.04483,0.16539,0.06256,0.02353,0.64899,0.14815,192,0.99,0.1,0.15,0.3
0.05,0.2,25,25,-5,2,3,0.09021,0.21589,0.24968,0.5804,0.82149,0.07858,0.10084,0.09993,0.0369,0.06394,0.08028,0.01965,0.80895,0.10038,50,0.99,0.1,0.15,0.3
0.1,0.25,35,35,-7,2,6,0.10556,0.24896,0.29214,0.53832,0.84736,0.05784,0.19243,0.0948,0.02607,0.16635,0.05502,0.03978,0.70201,0.14361,70,0.99,0.1,0.15,0.3
0.15,0.3,48,48,-9,3,10,0.1202,0.23167,0.25959,0.4935,0.8617,0.03962,0.16982,0.09867,0.05381,0.11601,0.08133,0.01734,0.70998,0.13424,96,0.99,0.1,0.15,0.3
0.2,0.35,52,52,-7,3,13,0.1539,0.25796,0.28172,0.49369,0.86786,0.0322,0.18975,0.09994,0.07423,0.11551,0.08654,0.0134,0.65635,0.14484,104,0.99,0.1,0.15,0.3
0.25,0.4,58,58,-10,3,18,0.13492,0.25714,0.29056,0.48969,0.86924,0.03729,0.20609,0.09346,0.04528,0.1608,0.0694,0.02406,0.65899,0.14977,116,0.99,0.1,0.15,0.3
0.3,0.45,65,65,-11,3,23,0.1539,0.27757,0.30851,0.48357,0.89,0.02724,0.21494,0.08275,0.05275,0.16218,0.06494,0.01781,0.63116,0.14884,130,0.99,0.1,0.15,0.3
0.35,0.5,70,70,-12,4,29,0.11534,0.22599,0.25665,0.47995,0.86362,0.0367,0.1949,0.09967,0.04269,0.15221,0.07657,0.0231,0.68974,0.14729,140,0.99,0.1,0.15,0.3
