
TDR_alpha20_1s_2by2_alphaonly_eta99_gam12_ic10_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,37,37,2,4,0.08726,0.25185,0.25185,0.23321,0.75417,0.19208,0.11646,0.05375,0.79628,0.08511,74,0.99,0.12,0.1,0.9
0.1,0.2,48,48,2,7,0.15141,0.30432,0.30432,0.30494,0.78655,0.16927,0.15145,0.04418,0.69714,0.09781,96,0.99,0.12,0.1,0.9
0.15,0.25,63,63,3,12,0.15352,0.27116,0.27116,0.2739,0.77528,0.19633,0.112,0.02838,0.73447,0.07019,126,0.99,0.12,0.1,0.9
0.2,0.3,67,67,3,16,0.17364,0.28825,0.28825,0.29564,0.77019,0.19909,0.12057,0.03071,0.70578,0.07564,134,0.99,0.12,0.1,0.9
0.25,0.35,71,71,3,21,0.16248,0.29026,0.29026,0.30326,0.75443,0.19809,0.15136,0.04748,0.68616,0.09942,142,0.99,0.12,0.1,0.9
0.3,0.4,74,74,3,25,0.19331,0.30748,0.30748,0.31971,0.76757,0.19767,0.13355,0.03476,0.67313,0.08415,148,0.99,0.12,0.1,0.9
0.35,0.45,80,80,3,31,0.19712,0.31566,0.31566,0.32834,0.7786,0.18599,0.14218,0.0354,0.66069,0.08879,160,0.99,0.12,0.1,0.9
0.4,0.5,82,82,3,36,0.19531,0.3167,0.3167,0.33089,0.77735,0.18414,0.14986,0.03849,0.65482,0.09418,164,0.99,0.12,0.1,0.9
0.45,0.55,84,84,3,41,0.19955,0.31988,0.31988,0.33375,0.78347,0.18,0.14962,0.03652,0.65082,0.09307,168,0.99,0.12,0.1,0.9
0.5,0.6,91,91,3,49,0.19518,0.32378,0.32378,0.33636,0.80286,0.16146,0.16032,0.03567,0.64448,0.098,182,0.99,0.12,0.1,0.9
0.55,0.65,76,76,3,45,0.19226,0.30658,0.30658,0.32287,0.76113,0.19779,0.14958,0.04107,0.65815,0.09533,152,0.99,0.12,0.1,0.9
0.6,0.7,75,75,3,48,0.19696,0.30574,0.30574,0.31937,0.77072,0.19449,0.14154,0.03478,0.66149,0.08816,150,0.99,0.12,0.1,0.9
0.65,0.75,71,71,3,49,0.1949,0.29744,0.29744,0.30918,0.77039,0.19809,0.13512,0.03152,0.66997,0.08332,142,0.99,0.12,0.1,0.9
0.7,0.8,67,67,3,50,0.17333,0.27908,0.27908,0.29116,0.76437,0.19909,0.14531,0.03653,0.68134,0.09092,134,0.99,0.12,0.1,0.9
0.05,0.2,17,17,1,2,0.17289,0.33065,0.36916,0.35089,0.82798,0.13201,0.15642,0.04001,0.67069,0.09822,34,0.99,0.12,0.1,0.9
0.1,0.25,25,25,2,4,0.15446,0.25099,0.27665,0.27223,0.78567,0.19514,0.08052,0.01919,0.76502,0.04985,50,0.99,0.12,0.1,0.9
0.15,0.3,27,27,2,6,0.15198,0.25507,0.28677,0.29151,0.76143,0.19813,0.12977,0.04044,0.71825,0.0851,54,0.99,0.12,0.1,0.9
0.2,0.35,30,30,2,8,0.17386,0.27443,0.30504,0.31373,0.77215,0.18877,0.13943,0.03908,0.68671,0.08925,60,0.99,0.12,0.1,0.9
0.25,0.4,39,39,2,12,0.18915,0.30045,0.33235,0.33745,0.82485,0.14324,0.15802,0.0319,0.65283,0.09496,78,0.99,0.12,0.1,0.9
0.3,0.45,39,39,2,14,0.19478,0.30203,0.3339,0.34287,0.81374,0.15149,0.16058,0.03477,0.64463,0.09768,78,0.99,0.12,0.1,0.9
0.35,0.5,39,39,2,16,0.198,0.30248,0.33437,0.34602,0.80646,0.15669,0.1629,0.03685,0.63909,0.09987,78,0.99,0.12,0.1,0.9
0.4,0.55,43,43,3,20,0.16163,0.24747,0.27246,0.28011,0.77485,0.1938,0.1295,0.03134,0.70886,0.08042,86,0.99,0.12,0.1,0.9
0.45,0.6,43,43,3,22,0.17084,0.25229,0.27482,0.28203,0.77917,0.1938,0.12323,0.02702,0.70593,0.07513,86,0.99,0.12,0.1,0.9
0.5,0.65,42,42,3,24,0.15367,0.23839,0.26422,0.27361,0.7661,0.19767,0.13915,0.03622,0.70717,0.08769,84,0.99,0.12,0.1,0.9
0.55,0.7,34,34,2,21,0.19821,0.28964,0.3189,0.3354,0.77974,0.18035,0.15924,0.0399,0.64254,0.09957,68,0.99,0.12,0.1,0.9
0.6,0.75,40,40,3,27,0.14559,0.22587,0.24963,0.25768,0.76775,0.19816,0.13864,0.03409,0.71577,0.08636,80,0.99,0.12,0.1,0.9
0.65,0.8,39,39,3,28,0.15525,0.22728,0.24484,0.24903,0.784,0.19383,0.12117,0.02216,0.72358,0.07166,78,0.99,0.12,0.1,0.9
0.7,0.85,27,27,2,21,0.18083,0.25829,0.28126,0.29157,0.76816,0.19813,0.14701,0.03372,0.67216,0.09036,54,0.99,0.12,0.1,0.9
0.05,0.25,16,16,2,3,0.03587,0.12985,0.2043,0.15333,0.75252,0.18866,0.06439,0.05882,0.89974,0.0616,32,0.99,0.12,0.1,0.9
0.1,0.3,17,17,2,3,0.14164,0.21508,0.25388,0.24459,0.79183,0.19848,0.0467,0.00969,0.81166,0.02819,34,0.99,0.12,0.1,0.9
0.15,0.35,19,19,2,5,0.10967,0.19787,0.25872,0.25442,0.76423,0.18667,0.13492,0.0491,0.75541,0.09201,38,0.99,0.12,0.1,0.9
0.2,0.4,20,20,2,6,0.14253,0.22488,0.27777,0.28066,0.77376,0.18743,0.13257,0.03881,0.7249,0.08569,40,0.99,0.12,0.1,0.9
0.25,0.45,20,20,2,7,0.15494,0.23225,0.28267,0.29081,0.76205,0.19742,0.13628,0.04053,0.70878,0.08841,40,0.99,0.12,0.1,0.9
0.3,0.5,23,23,2,9,0.16761,0.24848,0.29961,0.30664,0.79461,0.16996,0.14686,0.03543,0.68553,0.09115,46,0.99,0.12,0.1,0.9
0.35,0.55,23,23,2,10,0.18447,0.25978,0.30528,0.31338,0.79629,0.17384,0.13698,0.02987,0.67855,0.08343,46,0.99,0.12,0.1,0.9
0.4,0.6,22,22,2,11,0.16779,0.24286,0.29341,0.30605,0.77218,0.18559,0.15455,0.04223,0.67766,0.09839,44,0.99,0.12,0.1,0.9
0.45,0.65,22,22,2,12,0.17736,0.24938,0.29593,0.30764,0.77943,0.18433,0.14759,0.03624,0.67505,0.09192,44,0.99,0.12,0.1,0.9
0.5,0.7,22,22,2,13,0.18526,0.25447,0.29693,0.30686,0.78944,0.18048,0.14053,0.03008,0.6742,0.0853,44,0.99,0.12,0.1,0.9
0.55,0.75,20,20,2,13,0.17704,0.24161,0.28214,0.29275,0.76947,0.19742,0.13999,0.03312,0.68296,0.08655,40,0.99,0.12,0.1,0.9
0.6,0.8,20,20,2,14,0.17453,0.23832,0.27672,0.2848,0.78402,0.18743,0.13979,0.02855,0.68568,0.08417,40,0.99,0.12,0.1,0.9
0.65,0.85,19,19,2,14,0.19199,0.24595,0.27082,0.27182,0.79825,0.18667,0.11299,0.01508,0.69503,0.06403,38,0.99,0.12,0.1,0.9
0.7,0.9,17,17,2,14,0.14042,0.19692,0.23012,0.23265,0.77277,0.19848,0.14651,0.02875,0.71307,0.08763,34,0.99,0.12,0.1,0.9
0.05,0.3,13,13,2,3,0.02154,0.09222,0.19213,0.12369,0.76166,0.16708,0.05694,0.07126,0.92152,0.0641,26,0.99,0.12,0.1,0.9
0.1,0.35,13,13,2,3,0.09222,0.1645,0.22995,0.21117,0.78611,0.19264,0.06222,0.02125,0.84556,0.04174,26,0.99,0.12,0.1,0.9
0.15,0.4,14,14,2,4,0.10576,0.17632,0.24495,0.23591,0.77918,0.18742,0.10326,0.0334,0.79098,0.06833,28,0.99,0.12,0.1,0.9
0.2,0.45,14,14,2,4,0.17632,0.22768,0.26671,0.26651,0.79056,0.19967,0.06051,0.00977,0.76317,0.03514,28,0.99,0.12,0.1,0.9
0.25,0.5,15,15,2,5,0.18915,0.24046,0.27879,0.28015,0.80019,0.18882,0.07331,0.01099,0.73755,0.04215,30,0.99,0.12,0.1,0.9
0.3,0.55,15,15,2,6,0.17927,0.23352,0.27786,0.2816,0.788,0.19411,0.09535,0.01789,0.72538,0.05662,30,0.99,0.12,0.1,0.9
0.35,0.6,15,15,2,7,0.16645,0.2228,0.27355,0.27972,0.77709,0.19665,0.11645,0.02625,0.7171,0.07135,30,0.99,0.12,0.1,0.9
0.4,0.65,15,15,2,8,0.1514,0.20896,0.26608,0.27477,0.7673,0.19665,0.1369,0.03604,0.7117,0.08647,30,0.99,0.12,0.1,0.9
0.45,0.7,16,16,2,9,0.17419,0.22988,0.27802,0.2833,0.8009,0.17711,0.12316,0.02199,0.70265,0.07258,32,0.99,0.12,0.1,0.9
0.5,0.75,15,15,2,9,0.19226,0.23906,0.27358,0.27637,0.79705,0.18882,0.10007,0.01413,0.70767,0.0571,30,0.99,0.12,0.1,0.9
0.55,0.8,15,15,2,10,0.17274,0.22282,0.26276,0.26586,0.802,0.18031,0.11861,0.01769,0.70866,0.06815,30,0.99,0.12,0.1,0.9
0.6,0.85,14,14,2,10,0.17614,0.21991,0.24917,0.2489,0.80024,0.18742,0.10551,0.01234,0.71835,0.05893,28,0.99,0.12,0.1,0.9
0.65,0.9,13,13,2,10,0.16934,0.20795,0.2278,0.22793,0.79874,0.19264,0.0993,0.00863,0.73135,0.05396,26,0.99,0.12,0.1,0.9
0.7,0.95,12,12,2,10,0.151,0.18545,0.19591,0.1987,0.79955,0.19541,0.1004,0.00504,0.7486,0.05272,24,0.99,0.12,0.1,0.9
