
TDR_alpha10_2s_3by2_alphamax30_eta99_gam5_ic10_confidence30.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,30,30,1,2,6,0.06302,0.28086,0.28086,0.09858,0.85255,0.06089,0.12867,0.03807,0,0.12867,0,0.03807,0.25384,0.08337,0.55447,0.04848,86.7319385330219,60,120,0.99,0.05,0.1,0.3
0.1,0.2,44,44,-4,5,49,49,2,3,14,0.06193,0.25834,0.25834,0.09502,0.85554,0.06059,0.12996,0.03666,0,0.12996,0,0.03666,0.25428,0.08331,0.55382,0.04721,131.725381190579,88,186,0.99,0.05,0.1,0.3
0.15,0.25,50,50,-5,8,70,70,2,4,24,0.06328,0.2429,0.2429,0.09519,0.8527,0.05256,0.12996,0.04626,0.0039,0.12605,0.01347,0.0328,0.28129,0.08811,0.52547,0.04847,166.434600605474,100,240,0.99,0.05,0.1,0.3
0.2,0.3,53,53,-7,11,86,86,3,4,35,0.06331,0.25644,0.25644,0.09646,0.85124,0.05906,0.14953,0.04008,0,0.14953,0,0.04008,0.28445,0.0948,0.50271,0.0496,191.534209907063,106,278,0.99,0.05,0.1,0.3
0.25,0.35,62,62,-7,16,98,98,3,5,48,0.06607,0.24376,0.24376,0.09848,0.85548,0.05331,0.13592,0.04256,0.00303,0.13289,0.01048,0.03207,0.28357,0.08924,0.51443,0.04863,219.17095357637,124,320,0.99,0.05,0.1,0.3
0.7,0.8,52,52,-5,37,94,94,3,5,110,0.06781,0.22133,0.22133,0.09875,0.85443,0.05518,0.1335,0.04108,0.0035,0.12999,0.01331,0.02778,0.28332,0.08729,0.51537,0.04929,195.111219227169,104,292,0.99,0.05,0.1,0.3
0.05,0.2,22,22,-3,2,10,10,1,2,4,0.05742,0.2112,0.25955,0.09043,0.85537,0.06912,0.08055,0.027,0,0.08055,0,0.027,0.163,0.05377,0.69903,0.04851,50.0194508320839,44,64,0.99,0.05,0.1,0.3
0.1,0.25,23,23,-4,3,22,22,1,2,8,0.06169,0.22221,0.28464,0.09703,0.85921,0.05043,0.13839,0.04042,0,0.13839,0,0.04042,0.20656,0.08941,0.59336,0.04994,63.8922463837381,46,90,0.99,0.05,0.1,0.3
0.15,0.3,24,24,-3,4,34,34,1,3,13,0.06499,0.19955,0.24769,0.09768,0.85854,0.04511,0.12974,0.04642,0.00531,0.12443,0.01663,0.02979,0.28499,0.08808,0.52027,0.04992,80.6215951648329,48,116,0.99,0.05,0.1,0.3
0.2,0.35,28,28,-4,6,40,40,2,3,19,0.05884,0.19992,0.25929,0.0913,0.86264,0.05282,0.1546,0.0409,0,0.1546,0,0.0409,0.27645,0.09775,0.5101,0.04364,95.1919942014754,56,136,0.99,0.05,0.1,0.3
0.25,0.4,30,30,-4,8,43,43,2,3,24,0.0648,0.20598,0.26623,0.09908,0.86082,0.05013,0.15625,0.0397,0,0.15625,0,0.0397,0.25286,0.09797,0.52608,0.04934,100.756773077497,60,146,0.99,0.05,0.1,0.3
0.3,0.45,32,32,-4,10,47,47,2,4,30,0.06133,0.18404,0.23396,0.09242,0.85167,0.05181,0.14069,0.05,0.00354,0.13715,0.0136,0.0364,0.28664,0.09534,0.51133,0.04652,109.935039556388,64,158,0.99,0.05,0.1,0.3
0.35,0.5,30,30,-7,11,54,54,2,4,36,0.06303,0.1882,0.24063,0.09474,0.85536,0.0494,0.14055,0.04546,0.0034,0.13715,0.01254,0.03291,0.28777,0.093,0.50865,0.04978,113.066303873632,60,168,0.99,0.05,0.1,0.3
0.4,0.55,34,34,-4,14,49,49,3,4,40,0.06296,0.18508,0.23732,0.09477,0.8514,0.06282,0.14745,0.03966,0,0.14745,0,0.03966,0.27879,0.09356,0.51079,0.04611,115.942490824607,68,166,0.99,0.05,0.1,0.3
0.45,0.6,30,30,-6,14,55,55,2,4,45,0.0661,0.18895,0.241,0.09848,0.85628,0.04922,0.14372,0.04506,0.00346,0.14026,0.01263,0.03243,0.28493,0.09439,0.50525,0.04943,114.422725735156,60,170,0.99,0.05,0.1,0.3
0.5,0.65,29,29,-6,15,55,55,2,4,49,0.06033,0.17968,0.23346,0.09118,0.85189,0.04971,0.14886,0.04964,0.00301,0.14584,0.01253,0.03711,0.28842,0.09925,0.50239,0.04875,112.737589555792,58,168,0.99,0.05,0.1,0.3
0.55,0.7,28,28,-6,16,53,53,2,4,51,0.06782,0.1846,0.23311,0.09976,0.85798,0.0498,0.13624,0.04233,0.00396,0.13228,0.01431,0.02801,0.28174,0.08928,0.51419,0.04989,107.495431392681,56,162,0.99,0.05,0.1,0.3
0.6,0.75,29,29,-4,18,47,47,2,4,52,0.06265,0.17313,0.22023,0.0929,0.85528,0.05165,0.13894,0.04809,0.00379,0.13515,0.01576,0.03233,0.27615,0.09352,0.52226,0.04497,102.90767048022,58,152,0.99,0.05,0.1,0.3
0.65,0.8,25,25,-5,17,46,46,2,4,52,0.06446,0.16819,0.20976,0.09386,0.85657,0.05307,0.12277,0.04269,0.00477,0.11801,0.01892,0.02377,0.27772,0.08273,0.53505,0.04767,92.7756886761776,50,142,0.99,0.05,0.1,0.3
0.7,0.85,22,22,-3,16,36,36,2,3,46,0.06105,0.1687,0.2205,0.09153,0.85022,0.06463,0.15206,0.0405,0,0.15206,0,0.0405,0.26528,0.09628,0.52161,0.04465,78.4437737767296,44,116,0.99,0.05,0.1,0.3
0.05,0.25,11,11,-2,1,10,10,1,2,3,0.06003,0.17389,0.24063,0.09159,0.85611,0.08401,0.05301,0.01485,0,0.05301,0,0.01485,0.313,0.03393,0.57395,0.04502,30.520939341473,22,42,0.99,0.05,0.1,0.3
0.1,0.3,14,14,-3,2,15,15,1,2,6,0.05162,0.16862,0.26538,0.08332,0.85876,0.05374,0.12645,0.03866,0,0.12645,0,0.03866,0.23475,0.08255,0.58718,0.04885,40.3847161854122,28,58,0.99,0.05,0.1,0.3
