
TDR_alpha20_1s_3by2_alphaonly_eta99_gam11_ic15_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,42,42,-6,2,4,0.11487,0.27591,0.27591,0.56852,0.81393,0.07784,0.14639,0.10822,0.04202,0.10437,0.07935,0.02887,0.73874,0.1273,84,0.99,0.11,0.15,0.9
0.1,0.2,68,68,-9,2,9,0.17812,0.34291,0.34291,0.546,0.88189,0.0348,0.21346,0.0833,0.05879,0.15466,0.06334,0.01997,0.60842,0.14838,136,0.99,0.11,0.15,0.9
0.15,0.25,88,88,-11,3,16,0.16834,0.30616,0.30616,0.53099,0.86842,0.03433,0.20193,0.09724,0.07201,0.12992,0.08099,0.01625,0.62972,0.14958,176,0.99,0.11,0.15,0.9
0.05,0.2,16,16,-4,1,2,0.15997,0.3183,0.35986,0.98437,0.80723,0.0912,0.19239,0.10157,0.02926,0.16313,0.05202,0.04955,0.64765,0.14698,32,0.99,0.11,0.15,0.9
0.1,0.25,31,31,-6,2,5,0.13971,0.26093,0.2926,0.56098,0.83589,0.05852,0.17282,0.10559,0.05348,0.11934,0.08132,0.02426,0.68747,0.1392,62,0.99,0.11,0.15,0.9
0.15,0.3,44,44,-8,2,9,0.15849,0.29729,0.33219,0.54834,0.88541,0.03413,0.21498,0.08046,0.04736,0.16762,0.05821,0.02225,0.62653,0.14772,88,0.99,0.11,0.15,0.9
0.2,0.35,49,49,-9,3,13,0.1213,0.23467,0.26697,0.54257,0.83936,0.05119,0.18712,0.10945,0.04513,0.14199,0.08145,0.028,0.69158,0.14828,98,0.99,0.11,0.15,0.9
0.25,0.4,56,56,-10,3,17,0.15421,0.26553,0.29285,0.53288,0.86827,0.034,0.20114,0.09773,0.06291,0.13823,0.08004,0.01768,0.64465,0.14943,112,0.99,0.11,0.15,0.9
0.3,0.45,63,63,-11,3,22,0.1684,0.28289,0.30937,0.53379,0.88752,0.02579,0.21126,0.08669,0.06627,0.145,0.07226,0.01442,0.62033,0.14898,126,0.99,0.11,0.15,0.9
0.35,0.5,66,66,-12,4,27,0.13044,0.23016,0.25515,0.52884,0.85445,0.03621,0.18994,0.10933,0.05889,0.13105,0.09111,0.01822,0.67961,0.14964,132,0.99,0.11,0.15,0.9
0.4,0.55,70,70,-12,4,32,0.13638,0.23854,0.26326,0.52716,0.86807,0.03043,0.19628,0.10149,0.05963,0.13664,0.08526,0.01623,0.66733,0.14889,140,0.99,0.11,0.15,0.9
0.45,0.6,71,71,-12,4,36,0.13834,0.24021,0.26451,0.53067,0.87206,0.02827,0.19913,0.09965,0.05994,0.13919,0.08415,0.0155,0.66252,0.14939,142,0.99,0.11,0.15,0.9
0.5,0.65,70,70,-12,3,38,0.19461,0.30218,0.32369,0.52805,0.90766,0.01542,0.22234,0.07691,0.08057,0.14177,0.06823,0.00867,0.58305,0.14962,140,0.99,0.11,0.15,0.9
0.55,0.7,69,69,-12,4,42,0.13544,0.23312,0.25559,0.53252,0.87424,0.02545,0.19934,0.1003,0.06009,0.13925,0.08616,0.01414,0.66521,0.14982,138,0.99,0.11,0.15,0.9
0.6,0.75,65,65,-11,3,42,0.18593,0.28892,0.30889,0.53198,0.90728,0.01404,0.22061,0.07867,0.07927,0.14134,0.07072,0.00795,0.59345,0.14964,130,0.99,0.11,0.15,0.9
0.65,0.8,61,61,-10,3,43,0.1613,0.26833,0.29161,0.53777,0.90396,0.01589,0.21889,0.08014,0.06262,0.15626,0.06984,0.01031,0.61981,0.14952,122,0.99,0.11,0.15,0.9
0.7,0.85,56,56,-9,3,42,0.1718,0.26225,0.27645,0.54151,0.90752,0.01042,0.21425,0.08205,0.08305,0.1312,0.07658,0.00548,0.61394,0.14815,112,0.99,0.11,0.15,0.9
0.05,0.25,12,12,-4,1,2,0.10632,0.25251,0.34162,0.98821,0.80862,0.08992,0.19645,0.10146,0.01204,0.18441,0.03299,0.06847,0.69723,0.14896,24,0.99,0.11,0.15,0.9
0.1,0.3,20,20,-5,2,4,0.0993,0.19876,0.25932,0.57324,0.81657,0.07566,0.1428,0.10777,0.03365,0.10915,0.07633,0.03144,0.7579,0.12528,40,0.99,0.11,0.15,0.9
