
TDR_alpha20_1s_2by2_alphamax30_eta99_gam14_ic20_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,37,37,2,4,0.08726,0.25185,0.25185,0.1264,0.75417,0.19208,0.11646,0.05375,0.79628,0.08511,74,0.99,0.14,0.2,0.3
0.1,0.2,45,45,1,7,0.14133,0.356,0.356,0.19923,0.78637,0.11491,0.28805,0.09871,0.57063,0.19338,90,0.99,0.14,0.2,0.3
0.15,0.25,54,54,2,11,0.1436,0.3058,0.3058,0.19327,0.75496,0.17155,0.19865,0.07348,0.65775,0.13607,108,0.99,0.14,0.2,0.3
0.2,0.3,63,63,2,16,0.14776,0.31552,0.31552,0.1994,0.75919,0.15973,0.2211,0.08107,0.63113,0.15108,126,0.99,0.14,0.2,0.3
0.25,0.35,75,75,2,23,0.13553,0.31592,0.31592,0.18754,0.76423,0.14097,0.25301,0.09478,0.61145,0.1739,150,0.99,0.14,0.2,0.3
0.3,0.4,78,78,2,28,0.13409,0.31276,0.31276,0.18629,0.75146,0.14378,0.26251,0.10476,0.60339,0.18364,156,0.99,0.14,0.2,0.3
0.35,0.45,81,81,2,33,0.14285,0.31937,0.31937,0.19611,0.75668,0.14368,0.25958,0.09963,0.59756,0.1796,162,0.99,0.14,0.2,0.3
0.4,0.5,83,83,2,38,0.14386,0.31961,0.31961,0.19732,0.75584,0.1432,0.26224,0.10095,0.59389,0.18159,166,0.99,0.14,0.2,0.3
0.45,0.55,88,88,2,45,0.12869,0.30999,0.30999,0.18062,0.75163,0.13444,0.28144,0.11392,0.58985,0.19768,176,0.99,0.14,0.2,0.3
0.5,0.6,84,84,2,47,0.14065,0.31561,0.31561,0.19365,0.75465,0.14113,0.26787,0.10421,0.59147,0.18604,168,0.99,0.14,0.2,0.3
0.55,0.65,82,82,2,50,0.14137,0.31434,0.31434,0.19412,0.75643,0.14154,0.2656,0.10202,0.59302,0.18381,164,0.99,0.14,0.2,0.3
0.6,0.7,78,78,3,51,0.15208,0.28636,0.28636,0.19808,0.75002,0.18532,0.18938,0.06465,0.65853,0.12702,156,0.99,0.14,0.2,0.3
0.65,0.75,73,73,2,52,0.1368,0.3031,0.3031,0.18783,0.75315,0.14587,0.26053,0.10098,0.60266,0.18075,146,0.99,0.14,0.2,0.3
0.7,0.8,67,67,2,51,0.14177,0.30203,0.30203,0.19214,0.76377,0.14786,0.24687,0.08836,0.61136,0.16762,134,0.99,0.14,0.2,0.3
0.05,0.2,14,14,1,2,0.13338,0.28891,0.33634,0.19056,0.75555,0.16938,0.17524,0.07507,0.69137,0.12515,28,0.99,0.14,0.2,0.3
0.1,0.25,27,27,2,5,0.09948,0.22188,0.26322,0.14084,0.76962,0.17431,0.1443,0.05607,0.75623,0.10018,54,0.99,0.14,0.2,0.3
0.15,0.3,27,27,2,6,0.15198,0.25507,0.28677,0.19582,0.76143,0.19813,0.12977,0.04044,0.71825,0.0851,54,0.99,0.14,0.2,0.3
0.2,0.35,35,35,2,10,0.11987,0.24347,0.29036,0.16665,0.7715,0.15384,0.20644,0.07466,0.67369,0.14055,70,0.99,0.14,0.2,0.3
0.25,0.4,36,36,2,12,0.13576,0.25449,0.29908,0.18426,0.76834,0.15982,0.20547,0.07184,0.65876,0.13866,72,0.99,0.14,0.2,0.3
0.3,0.45,39,39,2,15,0.13497,0.25536,0.30238,0.1842,0.7717,0.15149,0.22039,0.07681,0.64463,0.1486,78,0.99,0.14,0.2,0.3
0.35,0.5,39,39,2,17,0.13917,0.25599,0.30236,0.18878,0.76406,0.15669,0.22173,0.07924,0.63909,0.15049,78,0.99,0.14,0.2,0.3
0.4,0.55,43,43,2,21,0.12851,0.25023,0.30123,0.17777,0.77455,0.13996,0.24219,0.08548,0.62929,0.16384,86,0.99,0.14,0.2,0.3
0.45,0.6,43,43,2,23,0.13908,0.25898,0.30744,0.18908,0.78434,0.13996,0.23356,0.07569,0.62736,0.15462,86,0.99,0.14,0.2,0.3
0.5,0.65,39,39,2,23,0.139,0.25095,0.29721,0.18818,0.76153,0.15669,0.22817,0.08177,0.63283,0.15497,78,0.99,0.14,0.2,0.3
0.55,0.7,39,39,2,25,0.13511,0.24687,0.29366,0.18361,0.76779,0.15149,0.23141,0.08071,0.63348,0.15606,78,0.99,0.14,0.2,0.3
0.6,0.75,36,36,2,25,0.13296,0.2393,0.28412,0.18021,0.75911,0.15982,0.22623,0.08107,0.6408,0.15365,72,0.99,0.14,0.2,0.3
0.65,0.8,31,31,2,23,0.14798,0.24314,0.27984,0.19374,0.7539,0.18108,0.19683,0.06502,0.65518,0.13092,62,0.99,0.14,0.2,0.3
0.7,0.85,29,29,2,23,0.14432,0.23503,0.26865,0.1879,0.76344,0.18022,0.18921,0.05634,0.66648,0.12277,58,0.99,0.14,0.2,0.3
0.05,0.25,11,11,1,2,0.09285,0.23149,0.32476,0.1451,0.77239,0.13952,0.18731,0.08809,0.71984,0.1377,22,0.99,0.14,0.2,0.3
0.1,0.3,13,13,1,3,0.11955,0.23865,0.32954,0.17467,0.75907,0.14096,0.24541,0.09997,0.63504,0.17269,26,0.99,0.14,0.2,0.3
0.15,0.35,19,19,2,5,0.10967,0.19787,0.25872,0.1508,0.76423,0.18667,0.13492,0.0491,0.75541,0.09201,38,0.99,0.14,0.2,0.3
0.2,0.4,20,20,2,6,0.14253,0.22488,0.27777,0.18536,0.77376,0.18743,0.13257,0.03881,0.7249,0.08569,40,0.99,0.14,0.2,0.3
0.25,0.45,20,20,2,7,0.15494,0.23225,0.28267,0.19824,0.76205,0.19742,0.13628,0.04053,0.70878,0.08841,40,0.99,0.14,0.2,0.3
0.3,0.5,22,22,2,9,0.14273,0.225,0.28416,0.18803,0.7657,0.18048,0.16788,0.05381,0.68939,0.11085,44,0.99,0.14,0.2,0.3
0.35,0.55,24,24,2,11,0.14291,0.22789,0.29037,0.18919,0.7815,0.16404,0.18204,0.05445,0.67504,0.11825,48,0.99,0.14,0.2,0.3
