
TDR_alpha20_1s_2by2_alphaonly_eta99_gam9_ic15_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,29,29,1,3,0.15163,0.3575,0.3575,0.35024,0.78581,0.13902,0.22295,0.07517,0.62542,0.14906,58,0.99,0.09,0.15,0.9
0.1,0.2,43,43,2,6,0.17881,0.30529,0.30529,0.30936,0.77426,0.19556,0.11369,0.03018,0.7075,0.07194,86,0.99,0.09,0.15,0.9
0.15,0.25,50,50,2,10,0.16216,0.30996,0.30996,0.32466,0.75028,0.18827,0.17418,0.06145,0.66365,0.11782,100,0.99,0.09,0.15,0.9
0.2,0.3,57,57,2,14,0.18439,0.32886,0.32886,0.34687,0.76322,0.17981,0.17797,0.05696,0.63763,0.11747,114,0.99,0.09,0.15,0.9
0.25,0.35,67,67,2,20,0.17443,0.3328,0.3328,0.35398,0.76991,0.16184,0.20782,0.06824,0.61775,0.13803,134,0.99,0.09,0.15,0.9
0.3,0.4,66,66,2,23,0.18521,0.33484,0.33484,0.36122,0.7557,0.17452,0.20261,0.06977,0.61218,0.13619,132,0.99,0.09,0.15,0.9
0.35,0.45,68,68,2,27,0.19418,0.34018,0.34018,0.36786,0.75753,0.17541,0.19953,0.06705,0.60628,0.13329,136,0.99,0.09,0.15,0.9
0.4,0.5,71,71,2,32,0.18296,0.33487,0.33487,0.36622,0.75193,0.17113,0.21568,0.07693,0.60135,0.14631,142,0.99,0.09,0.15,0.9
0.45,0.55,70,70,2,35,0.18926,0.33658,0.33658,0.36871,0.75089,0.17498,0.21021,0.07412,0.60051,0.14217,140,0.99,0.09,0.15,0.9
0.5,0.6,79,79,3,43,0.18418,0.30712,0.30712,0.32517,0.76013,0.19256,0.16128,0.04731,0.65453,0.10429,158,0.99,0.09,0.15,0.9
0.55,0.65,70,70,2,42,0.18971,0.33612,0.33612,0.36752,0.75983,0.17,0.20977,0.07017,0.60051,0.13997,140,0.99,0.09,0.15,0.9
0.6,0.7,66,66,2,43,0.18738,0.33032,0.33032,0.36232,0.755,0.17452,0.20758,0.07047,0.60503,0.13903,132,0.99,0.09,0.15,0.9
0.65,0.75,63,63,2,44,0.1973,0.33299,0.33299,0.36024,0.76835,0.17369,0.19238,0.05795,0.61031,0.12517,126,0.99,0.09,0.15,0.9
0.7,0.8,67,67,3,50,0.17333,0.27908,0.27908,0.29116,0.76437,0.19909,0.14531,0.03653,0.68134,0.09092,134,0.99,0.09,0.15,0.9
0.05,0.2,14,14,1,2,0.13338,0.28891,0.33634,0.32452,0.75555,0.16938,0.17524,0.07507,0.69137,0.12515,28,0.99,0.09,0.15,0.9
0.1,0.25,23,23,1,4,0.16558,0.32093,0.37018,0.3666,0.81612,0.11917,0.23477,0.06471,0.59966,0.14974,46,0.99,0.09,0.15,0.9
0.15,0.3,22,22,1,5,0.19026,0.3219,0.3672,0.38537,0.77526,0.15085,0.225,0.0739,0.58473,0.14945,44,0.99,0.09,0.15,0.9
0.2,0.35,29,29,2,8,0.15719,0.26061,0.29476,0.30612,0.75192,0.19685,0.15312,0.05123,0.68969,0.10217,58,0.99,0.09,0.15,0.9
0.25,0.4,31,31,2,10,0.1716,0.27269,0.30603,0.32044,0.7571,0.19288,0.158,0.05002,0.67039,0.10401,62,0.99,0.09,0.15,0.9
0.3,0.45,32,32,2,12,0.1733,0.27365,0.30806,0.32623,0.75084,0.19375,0.16778,0.05541,0.65891,0.11159,64,0.99,0.09,0.15,0.9
0.35,0.5,35,35,2,15,0.16515,0.27108,0.30937,0.32952,0.7577,0.17924,0.18836,0.06306,0.64648,0.12571,70,0.99,0.09,0.15,0.9
0.4,0.55,34,34,2,16,0.18892,0.28574,0.31828,0.33737,0.76237,0.18797,0.16638,0.04966,0.6447,0.10802,68,0.99,0.09,0.15,0.9
0.45,0.6,34,34,2,18,0.17305,0.27242,0.30855,0.33185,0.75018,0.18797,0.1844,0.06184,0.64254,0.12312,68,0.99,0.09,0.15,0.9
0.5,0.65,35,35,2,20,0.18866,0.28543,0.31811,0.33716,0.77289,0.17924,0.17144,0.04787,0.6399,0.10965,70,0.99,0.09,0.15,0.9
0.55,0.7,32,32,2,20,0.18723,0.27783,0.30868,0.32878,0.75725,0.19375,0.16604,0.049,0.64672,0.10752,64,0.99,0.09,0.15,0.9
0.6,0.75,31,31,2,21,0.18236,0.27145,0.30172,0.3208,0.75929,0.19288,0.16644,0.04783,0.6512,0.10713,62,0.99,0.09,0.15,0.9
0.65,0.8,29,29,2,21,0.1895,0.27114,0.29658,0.31063,0.76567,0.19685,0.15034,0.03747,0.66016,0.09391,58,0.99,0.09,0.15,0.9
0.7,0.85,27,27,2,21,0.18083,0.25829,0.28126,0.29157,0.76816,0.19813,0.14701,0.03372,0.67216,0.09036,54,0.99,0.09,0.15,0.9
0.05,0.25,11,11,1,2,0.09285,0.23149,0.32476,0.28742,0.77239,0.13952,0.18731,0.08809,0.71984,0.1377,22,0.99,0.09,0.15,0.9
0.1,0.3,15,15,1,3,0.15789,0.28581,0.36556,0.35377,0.82675,0.1167,0.21719,0.05655,0.62492,0.13687,30,0.99,0.09,0.15,0.9
0.15,0.35,19,19,2,5,0.10967,0.19787,0.25872,0.25442,0.76423,0.18667,0.13492,0.0491,0.75541,0.09201,38,0.99,0.09,0.15,0.9
0.2,0.4,20,20,2,6,0.14253,0.22488,0.27777,0.28066,0.77376,0.18743,0.13257,0.03881,0.7249,0.08569,40,0.99,0.09,0.15,0.9
0.25,0.45,20,20,2,7,0.15494,0.23225,0.28267,0.29081,0.76205,0.19742,0.13628,0.04053,0.70878,0.08841,40,0.99,0.09,0.15,0.9
0.3,0.5,21,21,2,8,0.18922,0.25911,0.2996,0.30708,0.78204,0.1918,0.11728,0.02616,0.69349,0.07172,42,0.99,0.09,0.15,0.9
0.35,0.55,20,20,1,9,0.19966,0.29974,0.37534,0.39913,0.80821,0.1285,0.23454,0.06328,0.56579,0.14891,40,0.99,0.09,0.15,0.9
0.4,0.6,22,22,2,11,0.16779,0.24286,0.29341,0.30605,0.77218,0.18559,0.15455,0.04223,0.67766,0.09839,44,0.99,0.09,0.15,0.9
0.45,0.65,22,22,2,12,0.17736,0.24938,0.29593,0.30764,0.77943,0.18433,0.14759,0.03624,0.67505,0.09192,44,0.99,0.09,0.15,0.9
0.5,0.7,21,21,2,13,0.14596,0.21886,0.27397,0.29165,0.75044,0.1918,0.17602,0.05776,0.67801,0.11689,42,0.99,0.09,0.15,0.9
0.55,0.75,20,20,2,13,0.17704,0.24161,0.28214,0.29275,0.76947,0.19742,0.13999,0.03312,0.68296,0.08655,40,0.99,0.09,0.15,0.9
0.6,0.8,20,20,2,14,0.17453,0.23832,0.27672,0.2848,0.78402,0.18743,0.13979,0.02855,0.68568,0.08417,40,0.99,0.09,0.15,0.9
