
TDR_alpha20_1s_3by2_alphaonly_eta99_gam13_ic20_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,28,28,-5,1,3,0.14224,0.34892,0.34892,0.59089,0.76932,0.10153,0.25028,0.12914,0.02042,0.22986,0.04359,0.08555,0.60748,0.18971,56,0.99,0.13,0.2,0.9
0.1,0.2,48,48,-7,2,7,0.15141,0.30432,0.30432,0.55466,0.78655,0.08479,0.20003,0.12866,0.04858,0.15145,0.08448,0.04418,0.64856,0.16435,96,0.99,0.13,0.2,0.9
0.15,0.25,57,57,-9,2,11,0.17561,0.32747,0.32747,0.54196,0.79331,0.07707,0.22338,0.12962,0.05271,0.17067,0.08313,0.04649,0.60101,0.1765,114,0.99,0.13,0.2,0.9
0.2,0.3,69,69,-11,2,17,0.16618,0.33472,0.33472,0.53537,0.79798,0.07422,0.24736,0.12779,0.03902,0.20834,0.0681,0.05969,0.58645,0.18758,138,0.99,0.13,0.2,0.9
0.25,0.35,72,72,-11,2,21,0.19306,0.34868,0.34868,0.52831,0.80056,0.07069,0.24451,0.12874,0.05126,0.19324,0.0777,0.05104,0.56243,0.18663,144,0.99,0.13,0.2,0.9
0.3,0.4,81,81,-13,2,28,0.17775,0.34687,0.34687,0.52692,0.80073,0.07064,0.26004,0.12863,0.0393,0.22074,0.06651,0.06211,0.5622,0.19433,162,0.99,0.13,0.2,0.9
0.35,0.45,86,86,-13,2,34,0.18061,0.35077,0.35077,0.52441,0.80492,0.06789,0.26375,0.12717,0.03911,0.22464,0.06548,0.06169,0.55563,0.19546,172,0.99,0.13,0.2,0.9
0.4,0.5,86,86,-13,2,38,0.19844,0.35897,0.35897,0.52553,0.80969,0.06452,0.25719,0.12578,0.04791,0.20928,0.07259,0.05319,0.54436,0.19148,172,0.99,0.13,0.2,0.9
0.45,0.55,87,87,-14,2,43,0.19115,0.35478,0.35478,0.52447,0.80538,0.06639,0.26205,0.12822,0.04357,0.21848,0.06998,0.05824,0.54678,0.19514,174,0.99,0.13,0.2,0.9
0.5,0.6,88,88,-14,2,48,0.18667,0.35255,0.35255,0.52413,0.80712,0.06515,0.2651,0.12771,0.04119,0.22391,0.06807,0.05964,0.54822,0.1964,176,0.99,0.13,0.2,0.9
0.55,0.65,84,84,-13,2,50,0.1909,0.35128,0.35128,0.52659,0.80544,0.0652,0.2615,0.12935,0.04434,0.21716,0.07218,0.05717,0.54759,0.19542,168,0.99,0.13,0.2,0.9
0.6,0.7,84,84,-13,2,54,0.19759,0.35534,0.35534,0.52852,0.821,0.05681,0.25777,0.12218,0.04871,0.20906,0.07408,0.0481,0.54463,0.18998,168,0.99,0.13,0.2,0.9
0.65,0.75,82,82,-12,2,57,0.18681,0.34829,0.34829,0.53037,0.82587,0.05428,0.26045,0.11984,0.04426,0.2162,0.07104,0.0488,0.55272,0.19015,164,0.99,0.13,0.2,0.9
0.7,0.8,71,71,-11,2,53,0.18777,0.33765,0.33765,0.53709,0.81613,0.05681,0.25304,0.12705,0.04908,0.20397,0.08022,0.04683,0.55918,0.19005,142,0.99,0.13,0.2,0.9
0.05,0.2,14,14,-4,1,2,0.13338,0.28891,0.33634,0.98628,0.75555,0.12285,0.19484,0.1216,0.0196,0.17524,0.04653,0.07507,0.67178,0.15822,28,0.99,0.13,0.2,0.9
0.1,0.25,22,22,-5,1,4,0.15005,0.30453,0.35743,0.57357,0.79388,0.08252,0.26981,0.1236,0.02186,0.24795,0.0437,0.0799,0.58013,0.19671,44,0.99,0.13,0.2,0.9
0.15,0.3,31,31,-7,2,7,0.13382,0.25263,0.29113,0.55795,0.78624,0.08509,0.20062,0.12866,0.03928,0.16134,0.0791,0.04956,0.66556,0.16464,62,0.99,0.13,0.2,0.9
0.2,0.35,34,34,-8,2,9,0.16964,0.28062,0.31391,0.55145,0.80183,0.0706,0.21152,0.12757,0.05724,0.15428,0.08957,0.038,0.61884,0.16954,68,0.99,0.13,0.2,0.9
0.25,0.4,38,38,-9,2,12,0.17137,0.28681,0.32303,0.54459,0.80915,0.06657,0.22529,0.12428,0.0514,0.17389,0.08196,0.04232,0.60333,0.17478,76,0.99,0.13,0.2,0.9
0.3,0.45,41,41,-9,2,15,0.17444,0.29165,0.32931,0.54025,0.81478,0.06301,0.23371,0.12221,0.04936,0.18435,0.0785,0.04371,0.59185,0.17796,82,0.99,0.13,0.2,0.9
0.35,0.5,43,43,-10,2,18,0.17042,0.28966,0.32977,0.53702,0.81444,0.06294,0.24144,0.12262,0.04459,0.19685,0.07453,0.04809,0.58813,0.18203,86,0.99,0.13,0.2,0.9
0.4,0.55,41,41,-9,2,19,0.19136,0.29995,0.33448,0.54,0.81039,0.06172,0.23491,0.12789,0.05856,0.17635,0.0875,0.04039,0.57372,0.1814,82,0.99,0.13,0.2,0.9
0.45,0.6,41,41,-9,2,21,0.19689,0.30267,0.33587,0.54059,0.81304,0.0588,0.23506,0.12816,0.06227,0.17279,0.09042,0.03774,0.56804,0.18161,82,0.99,0.13,0.2,0.9
0.5,0.65,42,42,-9,2,24,0.17391,0.28667,0.32577,0.53871,0.80963,0.06231,0.24438,0.12805,0.04647,0.19791,0.07968,0.04837,0.5817,0.18621,84,0.99,0.13,0.2,0.9
0.55,0.7,42,42,-9,2,26,0.17896,0.29014,0.32733,0.54072,0.82151,0.05505,0.2425,0.12344,0.05027,0.19222,0.08177,0.04167,0.57853,0.18297,84,0.99,0.13,0.2,0.9
0.6,0.75,42,42,-9,2,28,0.1824,0.2925,0.32765,0.54322,0.83703,0.0462,0.24061,0.11677,0.05378,0.18683,0.08244,0.03433,0.57699,0.17869,84,0.99,0.13,0.2,0.9
0.65,0.8,36,36,-8,1,26,0.19908,0.33374,0.38518,0.5514,0.85754,0.04111,0.28701,0.10135,0.03524,0.25177,0.05355,0.0478,0.51391,0.19418,72,0.99,0.13,0.2,0.9
0.7,0.85,32,32,-7,1,25,0.18193,0.31456,0.36902,0.55997,0.8519,0.04238,0.29362,0.10572,0.02983,0.26379,0.05226,0.05346,0.52445,0.19967,64,0.99,0.13,0.2,0.9
0.05,0.25,11,11,-4,1,2,0.09285,0.23149,0.32476,0.98917,0.77239,0.10901,0.19635,0.11859,0.00904,0.18731,0.03051,0.08809,0.7108,0.15747,22,0.99,0.13,0.2,0.9
0.1,0.3,14,14,-5,1,3,0.13866,0.26333,0.34929,0.59619,0.79627,0.08526,0.25137,0.11847,0.0197,0.23167,0.04289,0.07558,0.60998,0.18492,28,0.99,0.13,0.2,0.9
0.15,0.35,20,20,-6,2,5,0.12502,0.21435,0.27044,0.56498,0.79112,0.08226,0.17039,0.12662,0.04513,0.12526,0.09068,0.03594,0.70459,0.1485,40,0.99,0.13,0.2,0.9
0.2,0.4,20,20,-6,1,6,0.16891,0.28674,0.37223,0.56064,0.82794,0.06145,0.27902,0.1106,0.02687,0.25215,0.04644,0.06416,0.55207,0.19481,40,0.99,0.13,0.2,0.9
0.25,0.45,23,23,-7,1,8,0.1701,0.28854,0.37707,0.55929,0.84058,0.05371,0.28829,0.10571,0.0262,0.26209,0.04421,0.06149,0.54161,0.197,46,0.99,0.13,0.2,0.9
0.3,0.5,20,20,-7,1,8,0.19256,0.29664,0.37448,0.55715,0.81098,0.06721,0.27403,0.12181,0.03516,0.23887,0.05742,0.06439,0.5334,0.19792,40,0.99,0.13,0.2,0.9
0.35,0.55,20,20,-7,1,9,0.19966,0.29974,0.37534,0.55693,0.80821,0.06749,0.2725,0.1243,0.03796,0.23454,0.06101,0.06328,0.52784,0.1984,40,0.99,0.13,0.2,0.9
0.4,0.6,22,22,-7,1,11,0.19345,0.29667,0.37654,0.5584,0.82298,0.05937,0.28008,0.11765,0.03459,0.24549,0.05631,0.06134,0.52647,0.19886,44,0.99,0.13,0.2,0.9
0.45,0.65,26,26,-8,2,14,0.17691,0.25871,0.31032,0.55367,0.82261,0.05214,0.22262,0.12525,0.06141,0.16121,0.0942,0.03105,0.60047,0.17393,52,0.99,0.13,0.2,0.9
0.5,0.7,25,25,-7,1,15,0.18243,0.29114,0.37821,0.55554,0.85351,0.04432,0.29117,0.10218,0.02974,0.26143,0.04868,0.05349,0.5264,0.19667,50,0.99,0.13,0.2,0.9
0.55,0.75,23,23,-7,1,15,0.18783,0.29195,0.37546,0.56092,0.85056,0.04481,0.28584,0.10462,0.03247,0.25337,0.05311,0.05151,0.52633,0.19523,46,0.99,0.13,0.2,0.9
0.6,0.8,23,23,-7,1,16,0.19954,0.30406,0.38354,0.56433,0.87422,0.03412,0.27846,0.09166,0.03773,0.24073,0.05428,0.03738,0.522,0.18506,46,0.99,0.13,0.2,0.9
0.65,0.85,23,23,-6,2,17,0.17787,0.24767,0.28469,0.56883,0.84558,0.03007,0.21911,0.12435,0.07554,0.14358,0.10811,0.01624,0.60301,0.17173,46,0.99,0.13,0.2,0.9
0.7,0.9,20,20,-5,1,16,0.19782,0.29937,0.37543,0.57992,0.90286,0.02058,0.2733,0.07656,0.03968,0.23361,0.05396,0.0226,0.52888,0.17493,40,0.99,0.13,0.2,0.9
0.05,0.3,9,9,-4,1,2,0.06667,0.18396,0.3151,0.99112,0.78265,0.09791,0.19269,0.11944,0.00454,0.18815,0.02134,0.0981,0.74063,0.15607,18,0.99,0.13,0.2,0.9
0.1,0.35,12,12,-4,2,3,0.07934,0.14856,0.21732,0.59806,0.75004,0.12056,0.09652,0.12941,0.03152,0.06499,0.09867,0.03074,0.82414,0.11296,24,0.99,0.13,0.2,0.9
0.15,0.4,14,14,-5,2,4,0.10576,0.17632,0.24495,0.57917,0.77918,0.09091,0.144,0.12991,0.04074,0.10326,0.0965,0.0334,0.75024,0.13695,28,0.99,0.13,0.2,0.9
