
TDR_alpha20_1s_2by2_litwinref_alphaonly_eta99_gam10_ic15_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,29,29,1,3,0.15163,0.3575,0.3575,0.59062,0.78581,0.13902,0.22295,0.07517,0.62542,0.14906,58,0.99,0.1,0.15,0.9
0.1,0.2,43,43,2,6,0.17881,0.30529,0.30529,0.55413,0.77426,0.19556,0.11369,0.03018,0.7075,0.07194,86,0.99,0.1,0.15,0.9
0.15,0.25,55,55,2,11,0.15423,0.3137,0.3137,0.54071,0.76899,0.16766,0.18939,0.06335,0.65637,0.12637,110,0.99,0.1,0.15,0.9
0.2,0.3,57,57,2,14,0.18439,0.32886,0.32886,0.53731,0.76322,0.17981,0.17797,0.05696,0.63763,0.11747,114,0.99,0.1,0.15,0.9
0.25,0.35,67,67,2,20,0.17443,0.3328,0.3328,0.5335,0.76991,0.16184,0.20782,0.06824,0.61775,0.13803,134,0.99,0.1,0.15,0.9
0.3,0.4,69,69,2,24,0.18377,0.33748,0.33748,0.53141,0.76563,0.16613,0.20645,0.06823,0.60977,0.13734,138,0.99,0.1,0.15,0.9
0.35,0.45,75,75,2,30,0.17587,0.33666,0.33666,0.52737,0.76742,0.15735,0.22281,0.07522,0.60131,0.14902,150,0.99,0.1,0.15,0.9
0.4,0.5,74,74,2,33,0.1957,0.34591,0.34591,0.5288,0.77208,0.16355,0.20497,0.06435,0.59932,0.13466,148,0.99,0.1,0.15,0.9
0.45,0.55,74,74,2,37,0.18451,0.33791,0.33791,0.52782,0.76088,0.16479,0.21767,0.07433,0.59782,0.146,148,0.99,0.1,0.15,0.9
0.5,0.6,79,79,3,43,0.18418,0.30712,0.30712,0.52791,0.76013,0.19256,0.16128,0.04731,0.65453,0.10429,158,0.99,0.1,0.15,0.9
0.55,0.65,75,75,2,45,0.18371,0.33783,0.33783,0.52882,0.77237,0.15735,0.2191,0.07027,0.59718,0.14469,150,0.99,0.1,0.15,0.9
0.6,0.7,71,71,2,46,0.19338,0.33974,0.33974,0.53238,0.77783,0.16081,0.20526,0.06135,0.60135,0.1333,142,0.99,0.1,0.15,0.9
0.65,0.75,63,63,2,44,0.1973,0.33299,0.33299,0.5377,0.76835,0.17369,0.19238,0.05795,0.61031,0.12517,126,0.99,0.1,0.15,0.9
0.7,0.8,67,67,3,50,0.17333,0.27908,0.27908,0.53887,0.76437,0.19909,0.14531,0.03653,0.68134,0.09092,134,0.99,0.1,0.15,0.9
0.05,0.2,15,15,1,2,0.14678,0.30443,0.34901,0.98532,0.78325,0.15562,0.16945,0.06113,0.68377,0.11529,30,0.99,0.1,0.15,0.9
0.1,0.25,23,23,1,4,0.16558,0.32093,0.37018,0.57335,0.81612,0.11917,0.23477,0.06471,0.59966,0.14974,46,0.99,0.1,0.15,0.9
0.15,0.3,22,22,1,5,0.19026,0.3219,0.3672,0.56583,0.77526,0.15085,0.225,0.0739,0.58473,0.14945,44,0.99,0.1,0.15,0.9
0.2,0.35,29,29,2,8,0.15719,0.26061,0.29476,0.55573,0.75192,0.19685,0.15312,0.05123,0.68969,0.10217,58,0.99,0.1,0.15,0.9
0.25,0.4,31,31,2,10,0.1716,0.27269,0.30603,0.55089,0.7571,0.19288,0.158,0.05002,0.67039,0.10401,62,0.99,0.1,0.15,0.9
0.3,0.45,35,35,2,13,0.17404,0.28025,0.31586,0.5451,0.77464,0.17408,0.17367,0.05128,0.65229,0.11247,70,0.99,0.1,0.15,0.9
0.35,0.5,36,36,2,15,0.18895,0.29095,0.32403,0.54411,0.78172,0.17325,0.16653,0.04502,0.64452,0.10577,72,0.99,0.1,0.15,0.9
0.4,0.55,34,34,2,16,0.18892,0.28574,0.31828,0.5454,0.76237,0.18797,0.16638,0.04966,0.6447,0.10802,68,0.99,0.1,0.15,0.9
0.45,0.6,36,36,2,19,0.17172,0.27515,0.31257,0.54262,0.76422,0.17575,0.18957,0.06002,0.6387,0.12479,72,0.99,0.1,0.15,0.9
0.5,0.65,35,35,2,20,0.18866,0.28543,0.31811,0.54569,0.77289,0.17924,0.17144,0.04787,0.6399,0.10965,70,0.99,0.1,0.15,0.9
0.55,0.7,34,34,2,21,0.19821,0.28964,0.3189,0.54865,0.77974,0.18035,0.15924,0.0399,0.64254,0.09957,68,0.99,0.1,0.15,0.9
0.6,0.75,34,34,2,23,0.17708,0.27366,0.30685,0.55003,0.78034,0.17215,0.17822,0.04751,0.6447,0.11286,68,0.99,0.1,0.15,0.9
0.65,0.8,32,32,2,23,0.19389,0.28082,0.3069,0.55623,0.79417,0.17376,0.15325,0.03206,0.65286,0.09265,64,0.99,0.1,0.15,0.9
0.7,0.85,30,30,2,23,0.19622,0.27584,0.29692,0.56102,0.80457,0.17199,0.13994,0.02344,0.66384,0.08169,60,0.99,0.1,0.15,0.9
0.05,0.25,11,11,1,2,0.09285,0.23149,0.32476,0.98917,0.77239,0.13952,0.18731,0.08809,0.71984,0.1377,22,0.99,0.1,0.15,0.9
0.1,0.3,15,15,1,3,0.15789,0.28581,0.36556,0.5952,0.82675,0.1167,0.21719,0.05655,0.62492,0.13687,30,0.99,0.1,0.15,0.9
0.15,0.35,19,19,2,5,0.10967,0.19787,0.25872,0.57538,0.76423,0.18667,0.13492,0.0491,0.75541,0.09201,38,0.99,0.1,0.15,0.9
