
TDR_alpha20_1s_2by2_alphamax30_eta99_gam20_ic15_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,37,37,2,4,0.08726,0.25185,0.25185,0.1264,0.75417,0.19208,0.11646,0.05375,0.79628,0.08511,74,0.99,0.2,0.15,0.3
0.1,0.2,46,46,2,7,0.13416,0.29228,0.29228,0.18067,0.76207,0.17925,0.16475,0.05869,0.70109,0.11172,92,0.99,0.2,0.15,0.3
0.15,0.25,54,54,2,11,0.1436,0.3058,0.3058,0.19327,0.75496,0.17155,0.19865,0.07348,0.65775,0.13607,108,0.99,0.2,0.15,0.3
0.2,0.3,71,71,3,18,0.12591,0.27154,0.27154,0.1694,0.75192,0.1844,0.17368,0.06367,0.7004,0.11868,142,0.99,0.2,0.15,0.3
0.25,0.35,79,79,3,24,0.13022,0.28224,0.28224,0.17572,0.75773,0.17262,0.19263,0.06964,0.67714,0.13114,158,0.99,0.2,0.15,0.3
0.3,0.4,80,80,3,28,0.15091,0.29408,0.29408,0.19759,0.75952,0.1795,0.18216,0.06097,0.66692,0.12157,160,0.99,0.2,0.15,0.3
0.35,0.45,82,82,3,33,0.14819,0.29324,0.29324,0.19551,0.75069,0.18041,0.19297,0.06889,0.65882,0.13093,164,0.99,0.2,0.15,0.3
0.4,0.5,84,84,3,38,0.15112,0.29587,0.29587,0.19888,0.75206,0.17878,0.19581,0.06915,0.65306,0.13248,168,0.99,0.2,0.15,0.3
0.45,0.55,91,91,3,46,0.13721,0.29272,0.29272,0.1851,0.75848,0.16269,0.2176,0.07882,0.64518,0.14821,182,0.99,0.2,0.15,0.3
0.5,0.6,88,88,3,49,0.13673,0.28838,0.28838,0.18419,0.75037,0.16862,0.21645,0.08099,0.64681,0.14872,176,0.99,0.2,0.15,0.3
0.55,0.65,86,86,3,52,0.14455,0.2911,0.2911,0.19186,0.7586,0.16986,0.2063,0.07153,0.64914,0.13891,172,0.99,0.2,0.15,0.3
0.6,0.7,78,78,3,51,0.15208,0.28636,0.28636,0.19808,0.75002,0.18532,0.18938,0.06465,0.65853,0.12702,156,0.99,0.2,0.15,0.3
0.65,0.75,74,74,3,52,0.1547,0.28186,0.28186,0.19923,0.75536,0.18804,0.17859,0.05659,0.6667,0.11759,148,0.99,0.2,0.15,0.3
