
TDR_alpha20_1s_2by2_alphaonly_eta99_gam7_ic30_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,30,30,1,3,0.16101,0.36531,0.36531,0.35652,0.80089,0.13322,0.21591,0.06589,0.62308,0.1409,60,0.99,0.07,0.3,0.9
0.1,0.2,43,43,2,6,0.17881,0.30529,0.30529,0.30936,0.77426,0.19556,0.11369,0.03018,0.7075,0.07194,86,0.99,0.07,0.3,0.9
0.15,0.25,50,50,2,10,0.16216,0.30996,0.30996,0.32466,0.75028,0.18827,0.17418,0.06145,0.66365,0.11782,100,0.99,0.07,0.3,0.9
0.2,0.3,57,57,2,14,0.18439,0.32886,0.32886,0.34687,0.76322,0.17981,0.17797,0.05696,0.63763,0.11747,114,0.99,0.07,0.3,0.9
0.25,0.35,71,71,3,21,0.16248,0.29026,0.29026,0.30326,0.75443,0.19809,0.15136,0.04748,0.68616,0.09942,142,0.99,0.07,0.3,0.9
0.3,0.4,66,66,2,23,0.18521,0.33484,0.33484,0.36122,0.7557,0.17452,0.20261,0.06977,0.61218,0.13619,132,0.99,0.07,0.3,0.9
0.35,0.45,76,76,3,30,0.17732,0.30269,0.30269,0.31979,0.75308,0.19779,0.15805,0.04912,0.66462,0.10359,152,0.99,0.07,0.3,0.9
0.4,0.5,74,74,2,33,0.1957,0.34591,0.34591,0.37261,0.77208,0.16355,0.20497,0.06435,0.59932,0.13466,148,0.99,0.07,0.3,0.9
0.45,0.55,79,79,3,39,0.18524,0.30848,0.30848,0.32631,0.75911,0.19376,0.15947,0.04712,0.65528,0.1033,158,0.99,0.07,0.3,0.9
0.5,0.6,79,79,3,43,0.18418,0.30712,0.30712,0.32517,0.76013,0.19256,0.16128,0.04731,0.65453,0.10429,158,0.99,0.07,0.3,0.9
0.55,0.65,76,76,3,45,0.19226,0.30658,0.30658,0.32287,0.76113,0.19779,0.14958,0.04107,0.65815,0.09533,152,0.99,0.07,0.3,0.9
0.6,0.7,71,71,2,46,0.19338,0.33974,0.33974,0.36743,0.77783,0.16081,0.20526,0.06135,0.60135,0.1333,142,0.99,0.07,0.3,0.9
0.65,0.75,63,63,2,44,0.1973,0.33299,0.33299,0.36024,0.76835,0.17369,0.19238,0.05795,0.61031,0.12517,126,0.99,0.07,0.3,0.9
0.7,0.8,67,67,3,50,0.17333,0.27908,0.27908,0.29116,0.76437,0.19909,0.14531,0.03653,0.68134,0.09092,134,0.99,0.07,0.3,0.9
0.05,0.2,15,15,1,2,0.14678,0.30443,0.34901,0.33431,0.78325,0.15562,0.16945,0.06113,0.68377,0.11529,30,0.99,0.07,0.3,0.9
0.1,0.25,23,23,1,4,0.16558,0.32093,0.37018,0.3666,0.81612,0.11917,0.23477,0.06471,0.59966,0.14974,46,0.99,0.07,0.3,0.9
0.15,0.3,27,27,2,6,0.15198,0.25507,0.28677,0.29151,0.76143,0.19813,0.12977,0.04044,0.71825,0.0851,54,0.99,0.07,0.3,0.9
